pct,reads,sample,tax_id,tax_name
1.22E-05,340,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1292,Staphylococcus warneri
1.20E-05,333,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,577,Raoultella terrigena
1.19E-05,330,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,316,Pseudomonas stutzeri
1.18E-05,329,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1288,Staphylococcus xylosus
1.18E-05,327,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,52227,Prevotella dentalis
1.16E-05,322,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,67827,Citrobacter werkmanii
1.15E-05,318,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,67824,Citrobacter farmeri
1.13E-05,315,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,565,Atlantibacter hermannii
1.13E-05,314,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,53408,Pseudomonas citronellolis
1.11E-05,309,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,2479367,Buttiauxella sp. 3AFRM03
1.11E-05,308,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,492670,Bacillus velezensis
1.07E-05,297,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,158836,Enterobacter hormaechei
1.04E-05,290,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,61647,Pluralibacter gergoviae
1.01E-05,281,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,133448,Citrobacter youngae
9.58E-06,266,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,208223,Kosakonia cowanii
9.44E-06,262,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,2562449,Citrobacter sp. SNU WT2
9.44E-06,262,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1405,Bacillus mycoides
9.18E-06,255,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1890302,Bacillus wiedmannii
9.15E-06,254,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1294143,Pseudomonas sp. ATCC 13867
9.15E-06,254,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,2420308,Streptococcus sp. FDAARGOS_520
8.97E-06,249,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,2153385,Lelliottia sp. WB101
8.86E-06,246,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1692238,Enterobacter sp. FY-07
8.82E-06,245,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,571,Klebsiella oxytoca
8.54E-06,237,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,244366,Klebsiella variicola
8.36E-06,232,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,2546350,Citrobacter sp. LY-1
8.00E-06,222,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1310,Streptococcus sobrinus
7.96E-06,221,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1505027,Staphylococcus phage 23MRA
7.74E-06,215,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,2044912,Staphylococcus sp. SDB 2975
7.42E-06,206,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,881260,Enterobacter bugandensis
7.42E-06,206,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,300,Pseudomonas mendocina
7.38E-06,205,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,69218,Enterobacter cancerogenus
7.28E-06,202,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,65741,Pseudomonas knackmussii
7.28E-06,202,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,10708,Pseudomonas virus D3112
7.13E-06,198,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,29380,Staphylococcus caprae
7.13E-06,198,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1702238,Clostridium sp. MF28
7.06E-06,196,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1307,Streptococcus suis
6.81E-06,189,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,580165,Bacillus cytotoxicus
6.74E-06,187,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,2153354,Klebsiella sp. WCHKl090001
6.74E-06,187,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,178339,Actinomyces hongkongensis
6.52E-06,181,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1308,Streptococcus thermophilus
6.48E-06,180,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1304,Streptococcus salivarius
6.45E-06,179,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1334,Streptococcus dysgalactiae
6.41E-06,178,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,545,Citrobacter koseri
6.37E-06,177,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1905288,Klebsiella sp. LTGPAF-6F
6.30E-06,175,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,45634,Streptococcus cristatus
6.16E-06,171,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,985002,Staphylococcus argenteus
6.01E-06,167,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1907578,Lelliottia jeotgali
5.98E-06,166,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,2066051,Enterobacteriaceae bacterium ENNIH1
5.83E-06,162,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,29388,Staphylococcus capitis
5.83E-06,162,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1336,Streptococcus equi
5.80E-06,161,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,54291,Raoultella ornithinolytica
5.69E-06,158,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,399742,Enterobacter sp. 638
5.65E-06,157,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,70255,Staphylococcus condimenti
5.62E-06,156,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,497725,Kosakonia oryzae
5.55E-06,154,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1423,Bacillus subtilis
5.51E-06,153,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,28141,Cronobacter sakazakii
5.51E-06,153,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1316409,Streptococcus sp. HSISB1
5.47E-06,152,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1639133,Citrobacter portucalensis
5.44E-06,151,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1491,Clostridium botulinum
5.29E-06,147,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1812935,Enterobacter roggenkampii
5.11E-06,142,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,64104,Bacillus pseudomycoides
5.04E-06,140,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,308354,Staphylococcus simiae
5.01E-06,139,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1158459,Kosakonia sacchari
4.93E-06,137,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,53412,Pseudomonas resinovorans
4.86E-06,135,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,2027919,Enterobacter cloacae complex sp.
4.72E-06,131,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,158823,Cedecea lapagei
4.68E-06,130,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1149133,Pseudomonas furukawaii
4.61E-06,128,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,885040,Enterobacter soli
4.54E-06,126,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,36745,Clostridium saccharoperbutylacetonicum
4.50E-06,125,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,29382,Staphylococcus cohnii
4.39E-06,122,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1295,Staphylococcus schleiferi
4.21E-06,117,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1502,Clostridium perfringens
4.14E-06,115,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,43263,Pseudomonas alcaligenes
4.07E-06,113,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,2320867,Pseudomonas sp. K2W31S-8
4.07E-06,113,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,641107,Clostridium sp. DL-VIII
4.03E-06,112,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1166130,Enterobacter sp. R4-368
3.96E-06,110,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,45972,Staphylococcus pasteuri
3.71E-06,103,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,413501,Cronobacter muytjensii
3.71E-06,103,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,485,Neisseria gonorrhoeae
3.67E-06,102,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,2529386,Bacillus sp. SYJ
3.57E-06,99,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1163710,Cronobacter condimenti
3.53E-06,98,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1892404,Bacillus sp. ABP14
3.46E-06,96,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1856685,Pseudomonas sp. TCU-HL1
3.42E-06,95,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1654388,Staphylococcus schweitzeri
3.31E-06,92,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,47880,Pseudomonas fulva
3.31E-06,92,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1358,Lactococcus lactis
3.28E-06,91,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,299767,Enterobacter ludwigii
3.28E-06,91,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,82996,Serratia plymuthica
3.28E-06,91,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1529068,Paracoccus sp. BM15
3.24E-06,90,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,891974,Plautia stali symbiont
3.13E-06,87,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1316408,Streptococcus sp. HSISM1
3.10E-06,86,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1755504,Pseudomonas sp. DY-1
3.06E-06,85,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,575,Raoultella planticola
3.06E-06,85,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,76860,Streptococcus constellatus
3.03E-06,84,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1379,Gemella haemolysans
3.03E-06,84,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1328,Streptococcus anginosus
2.92E-06,81,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,2488567,Klebsiella sp. FDAARGOS_511
2.92E-06,81,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,380021,Pseudomonas protegens
2.92E-06,81,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,76759,Pseudomonas monteilii
2.88E-06,80,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,2066049,Citrobacter freundii complex sp. CFNIH2
2.88E-06,80,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,312306,Pseudomonas entomophila
2.88E-06,80,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,2053832,Bacillus sp. HBCD-sjtu
2.85E-06,79,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1492,Clostridium butyricum
2.81E-06,78,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1463165,Klebsiella quasipneumoniae
2.81E-06,78,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,215689,Erwinia sp. Ejp617
2.81E-06,78,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,680,Vibrio campbellii
2.70E-06,75,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,83655,Leclercia adecarboxylata
2.70E-06,75,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,2033869,Rhodobacter sp. CZR27
2.67E-06,74,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,214473,Staphylococcus nepalensis
2.67E-06,74,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,678600,Staphylococcus sp. CDC25
2.59E-06,72,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,633807,Vagococcus penaei
2.56E-06,71,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,317,Pseudomonas syringae
2.56E-06,71,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,48296,Acinetobacter pittii
2.49E-06,69,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,74829,Pseudomonas balearica
2.49E-06,69,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,2320868,Clostridium sp. CT4
2.38E-06,66,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,632,Yersinia pestis
2.38E-06,66,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1316412,Streptococcus sp. HSISS3
2.34E-06,65,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,2506420,Weissella sp. 26KH-42
2.31E-06,64,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1335,Streptococcus equinus
2.27E-06,63,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,651,Aeromonas media
2.23E-06,62,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1392877,Pseudomonas oryzae
2.23E-06,62,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,62322,Shewanella baltica
2.20E-06,61,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,413502,Cronobacter turicensis
2.20E-06,61,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1345,Streptococcus ferus
2.12E-06,59,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,2077147,Citrobacter freundii complex sp. CFNIH3
2.12E-06,59,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,471,Acinetobacter calcoaceticus
2.09E-06,58,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1930532,Pseudomonas sp. CC6-YY-74
2.05E-06,57,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,104623,Serratia sp. ATCC 39006
2.05E-06,57,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1245526,Pseudomonas guangdongensis
2.02E-06,56,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,246432,Staphylococcus equorum
1.98E-06,55,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,747,Pasteurella multocida
1.98E-06,55,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,169679,Clostridium saccharobutylicum
1.94E-06,54,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1335048,Defluviimonas alba
1.91E-06,53,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,2492396,Kosakonia sp. CCTCC M2018092
1.91E-06,53,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,929813,Gibbsiella quercinecans
1.91E-06,53,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,47885,Pseudomonas oryzihabitans
1.91E-06,53,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,29379,Staphylococcus auricularis
1.91E-06,53,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1352,Enterococcus faecium
1.87E-06,52,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,208224,Enterobacter kobei
1.80E-06,50,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1852377,Actinomyces pacaensis
1.76E-06,49,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1920114,Leclercia sp. LSNIH1
1.76E-06,49,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,645,Aeromonas salmonicida
1.73E-06,48,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,364197,Pseudomonas pohangensis
1.69E-06,47,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,76758,Pseudomonas orientalis
1.69E-06,47,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,157783,Pseudomonas cremoricolorata
1.66E-06,46,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,413497,Cronobacter dublinensis
1.66E-06,46,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,666,Vibrio cholerae
1.66E-06,46,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,486,Neisseria lactamica
1.62E-06,45,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,283686,Kosakonia radicincitans
1.62E-06,45,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,69220,Lelliottia nimipressuralis
1.62E-06,45,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,198620,Pseudomonas koreensis
1.62E-06,45,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,237610,Pseudomonas psychrotolerans
1.62E-06,45,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,61015,Staphylococcus succinus
1.58E-06,44,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,197614,Streptococcus pasteurianus
1.58E-06,44,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,82348,Streptococcus pluranimalium
1.58E-06,44,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,187452,Pediococcus claussenii
1.55E-06,43,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1813821,Shigella sp. PAMC 28760
1.55E-06,43,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,535744,Cronobacter universalis
1.55E-06,43,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,615,Serratia marcescens
1.55E-06,43,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,67780,Edwardsiella ictaluri
1.51E-06,42,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1048758,Candidatus Moranella endobia
1.48E-06,41,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,2282309,Leclercia sp. W17
1.48E-06,41,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1931241,Pseudomonas sp. S-6-2
1.48E-06,41,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1316410,Streptococcus sp. HSISS1
1.44E-06,40,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,413503,Cronobacter malonaticus
1.37E-06,38,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,104087,Pseudomonas frederiksbergensis
1.37E-06,38,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1305,Streptococcus sanguinis
1.33E-06,37,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,57706,Citrobacter braakii
1.33E-06,37,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,630,Yersinia enterocolitica
1.33E-06,37,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,648,Aeromonas caviae
1.33E-06,37,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,147645,Paracoccus yeei
1.33E-06,37,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,102684,Streptococcus infantarius
1.30E-06,36,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,582,Morganella morganii
1.30E-06,36,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,2025492,Staphylococcus sp. M0911
1.30E-06,36,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,2058136,Planococcus sp. MB-3u-03
1.26E-06,35,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1702170,Citrobacter sp. FDAARGOS_156
1.26E-06,35,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,2026190,Bacillus mobilis
1.26E-06,35,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1302,Streptococcus gordonii
1.26E-06,35,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1316411,Streptococcus sp. HSISS2
1.22E-06,34,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,70775,Pseudomonas plecoglossicida
1.19E-06,33,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,2529121,Citrobacter sp. ABFQG
1.19E-06,33,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,516075,Providencia sneebia
1.19E-06,33,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,47883,Pseudomonas synxantha
1.19E-06,33,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,658630,Pseudomonas sp. CMR5c
1.19E-06,33,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,157782,Pseudomonas parafulva
1.19E-06,33,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,1898684,Pseudomonas sp. LPH1
1.19E-06,33,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,658629,Pseudomonas sp. CMR12a
1.19E-06,33,IonXpress_029_PR-CARTMAN-77_staggered.fasta.report,149016,Streptococcus urinalis
