abundance,pct,reads,sample,tax_name,technique
0,5.31E-06,14,IonXpress_001_NF002-centrifuge_report,Tatlockia micdadei,database
9.89E-06,0.000716842,1890,IonXpress_001_NF002-centrifuge_report,Acinetobacter baumannii,database
3.15E-31,7.93E-05,209,IonXpress_001_NF002-centrifuge_report,Acinetobacter calcoaceticus,database
6.04E-181,1.06E-05,28,IonXpress_001_NF002-centrifuge_report,Moraxella catarrhalis,database
2.61E-07,0.00075477,1990,IonXpress_001_NF002-centrifuge_report,Neisseria gonorrhoeae,database
4.26E-08,4.97E-05,131,IonXpress_001_NF002-centrifuge_report,Neisseria lactamica,database
2.59E-07,0.000136921,361,IonXpress_001_NF002-centrifuge_report,Neisseria meningitidis,database
3.29E-07,0.000182814,482,IonXpress_001_NF002-centrifuge_report,Neisseria sicca,database
8.04E-08,6.11E-05,161,IonXpress_001_NF002-centrifuge_report,Alcaligenes faecalis,database
5.70E-08,0.000125921,332,IonXpress_001_NF002-centrifuge_report,Bordetella bronchiseptica,database
0,2.28E-05,60,IonXpress_001_NF002-centrifuge_report,Bordetella pertussis,database
2.87E-07,8.08E-05,213,IonXpress_001_NF002-centrifuge_report,Ochrobactrum anthropi,database
3.32E-07,4.78E-05,126,IonXpress_001_NF002-centrifuge_report,Zymomonas mobilis,database
5.91E-07,5.92E-05,156,IonXpress_001_NF002-centrifuge_report,Citrobacter freundii,database
0,2.09E-05,55,IonXpress_001_NF002-centrifuge_report,Klebsiella aerogenes,database
2.86E-07,0.000248429,655,IonXpress_001_NF002-centrifuge_report,Pantoea agglomerans,database
1.21E-06,0.000149058,393,IonXpress_001_NF002-centrifuge_report,Enterobacter cloacae,database
3.09E-08,1.18E-05,31,IonXpress_001_NF002-centrifuge_report,Pantoea ananatis,database
9.09E-06,0.000401659,1059,IonXpress_001_NF002-centrifuge_report,Escherichia coli,database
2.02E-163,2.28E-05,60,IonXpress_001_NF002-centrifuge_report,Hafnia alvei,database
2.00E-06,6.49E-05,171,IonXpress_001_NF002-centrifuge_report,Klebsiella oxytoca,database
2.23E-06,0.060456336,159397,IonXpress_001_NF002-centrifuge_report,Klebsiella pneumoniae,database
0,3.41E-06,9,IonXpress_001_NF002-centrifuge_report,Morganella morganii,database
4.81E-76,1.18E-05,31,IonXpress_001_NF002-centrifuge_report,Proteus mirabilis,database
3.19E-07,3.19E-05,84,IonXpress_001_NF002-centrifuge_report,Providencia rettgeri,database
0,1.14E-05,30,IonXpress_001_NF002-centrifuge_report,Providencia stuartii,database
5.06E-07,6.33E-05,167,IonXpress_001_NF002-centrifuge_report,Serratia liquefaciens,database
1.20E-07,0.000165367,436,IonXpress_001_NF002-centrifuge_report,Serratia marcescens,database
0,3.03E-06,8,IonXpress_001_NF002-centrifuge_report,Shigella flexneri,database
3.20E-08,0.00012668,334,IonXpress_001_NF002-centrifuge_report,Yersinia enterocolitica,database
2.22E-72,1.63E-05,43,IonXpress_001_NF002-centrifuge_report,Yersinia intermedia,database
0,1.14E-06,3,IonXpress_001_NF002-centrifuge_report,Yersinia pestis,database
0,3.03E-06,8,IonXpress_001_NF002-centrifuge_report,Yersinia pseudotuberculosis,database
0,3.45E-05,91,IonXpress_001_NF002-centrifuge_report,Edwardsiella tarda,database
1.05E-07,0.000328458,866,IonXpress_001_NF002-centrifuge_report,Aeromonas hydrophila,database
0,7.17E-05,189,IonXpress_001_NF002-centrifuge_report,Aeromonas schubertii,database
2.04E-07,8.38E-05,221,IonXpress_001_NF002-centrifuge_report,Aeromonas veronii,database
0,2.54E-05,67,IonXpress_001_NF002-centrifuge_report,Vibrio alginolyticus,database
8.06E-300,2.50E-05,66,IonXpress_001_NF002-centrifuge_report,Vibrio cholerae,database
0,9.48E-06,25,IonXpress_001_NF002-centrifuge_report,Vibrio harveyi,database
0,3.15E-05,83,IonXpress_001_NF002-centrifuge_report,Vibrio parahaemolyticus,database
0,3.41E-05,90,IonXpress_001_NF002-centrifuge_report,Vibrio vulnificus,database
0,1.67E-05,44,IonXpress_001_NF002-centrifuge_report,Grimontia hollisae,database
0,1.52E-05,40,IonXpress_001_NF002-centrifuge_report,Vibrio mimicus,database
6.10E-08,2.73E-05,72,IonXpress_001_NF002-centrifuge_report,Vibrio fluvialis,database
0,1.59E-05,42,IonXpress_001_NF002-centrifuge_report,Vibrio campbellii,database
0,2.20E-05,58,IonXpress_001_NF002-centrifuge_report,Vibrio gazogenes,database
0,2.01E-05,53,IonXpress_001_NF002-centrifuge_report,Vibrio natriegens,database
0,1.90E-05,50,IonXpress_001_NF002-centrifuge_report,Plesiomonas shigelloides,database
0,1.18E-05,31,IonXpress_001_NF002-centrifuge_report,Aggregatibacter actinomycetemcomitans,database
6.66E-07,0.000117198,309,IonXpress_001_NF002-centrifuge_report,Haemophilus influenzae,database
0,2.43E-05,64,IonXpress_001_NF002-centrifuge_report,[Haemophilus] ducreyi,database
0,7.59E-06,20,IonXpress_001_NF002-centrifuge_report,Histophilus somni,database
1.59E-08,2.35E-05,62,IonXpress_001_NF002-centrifuge_report,Aggregatibacter aphrophilus,database
4.09E-202,1.29E-05,34,IonXpress_001_NF002-centrifuge_report,[Haemophilus] parasuis,database
0,4.51E-05,119,IonXpress_001_NF002-centrifuge_report,Pasteurella multocida,database
0,2.88E-05,76,IonXpress_001_NF002-centrifuge_report,Coxiella burnetii,database
0,4.55E-06,12,IonXpress_001_NF002-centrifuge_report,Rickettsia prowazekii,database
0,1.52E-06,4,IonXpress_001_NF002-centrifuge_report,Rickettsia rickettsii,database
0,9.10E-06,24,IonXpress_001_NF002-centrifuge_report,Chlamydia trachomatis,database
7.56E-07,4.44E-05,117,IonXpress_001_NF002-centrifuge_report,Bacteroides fragilis,database
3.26E-07,3.79E-05,100,IonXpress_001_NF002-centrifuge_report,Bacteroides thetaiotaomicron,database
0,1.21E-05,32,IonXpress_001_NF002-centrifuge_report,Campylobacter gracilis,database
0,1.33E-05,35,IonXpress_001_NF002-centrifuge_report,Porphyromonas gingivalis,database
1.79E-06,0.00017409,459,IonXpress_001_NF002-centrifuge_report,Fusobacterium nucleatum,database
6.03E-08,9.48E-05,250,IonXpress_001_NF002-centrifuge_report,Desulfovibrio vulgaris,database
0,3.11E-05,82,IonXpress_001_NF002-centrifuge_report,Desulfovibrio piger,database
1.25E-55,0.000350456,924,IonXpress_001_NF002-centrifuge_report,Thiomonas intermedia,database
0,1.52E-06,4,IonXpress_001_NF002-centrifuge_report,Ehrlichia chaffeensis,database
4.89E-08,4.32E-05,114,IonXpress_001_NF002-centrifuge_report,Bdellovibrio bacteriovorus,database
1.74E-08,3.34E-05,88,IonXpress_001_NF002-centrifuge_report,Herbaspirillum seropedicae,database
0,1.48E-05,39,IonXpress_001_NF002-centrifuge_report,Cellulophaga lytica,database
6.41E-18,0.000313287,826,IonXpress_001_NF002-centrifuge_report,Flavobacterium johnsoniae,database
1.40E-22,0.00010051,265,IonXpress_001_NF002-centrifuge_report,Flavobacterium columnare,database
1.67E-08,0.000431243,1137,IonXpress_001_NF002-centrifuge_report,Rhodobacter sphaeroides,database
1.62E-07,0.001283868,3385,IonXpress_001_NF002-centrifuge_report,Rhodopseudomonas palustris,database
6.62E-09,0.000136162,359,IonXpress_001_NF002-centrifuge_report,Blastochloris viridis,database
1.70E-31,0.000171815,453,IonXpress_001_NF002-centrifuge_report,Porphyrobacter neustonensis,database
0,8.34E-06,22,IonXpress_001_NF002-centrifuge_report,Synechococcus elongatus,database
0,1.14E-05,30,IonXpress_001_NF002-centrifuge_report,Synechocystis sp. PCC 6714,database
0,3.41E-06,9,IonXpress_001_NF002-centrifuge_report,Synechocystis sp. PCC 6803,database
0,2.65E-05,70,IonXpress_001_NF002-centrifuge_report,Piscirickettsia salmonis,database
1.16E-06,7.51E-05,198,IonXpress_001_NF002-centrifuge_report,Leuconostoc mesenteroides,database
1.32E-05,0.000648192,1709,IonXpress_001_NF002-centrifuge_report,Leuconostoc lactis,database
5.04E-19,2.28E-06,6,IonXpress_001_NF002-centrifuge_report,Pediococcus acidilactici,database
1.93E-247,4.17E-06,11,IonXpress_001_NF002-centrifuge_report,Pediococcus pentosaceus,database
1.44E-06,0.001088159,2869,IonXpress_001_NF002-centrifuge_report,Dermacoccus nishinomiyaensis,database
1.28E-06,0.000199123,525,IonXpress_001_NF002-centrifuge_report,Staphylococcus aureus,database
0,3.49E-05,92,IonXpress_001_NF002-centrifuge_report,Staphylococcus carnosus,database
3.01E-05,0.001421168,3747,IonXpress_001_NF002-centrifuge_report,Staphylococcus epidermidis,database
5.76E-06,0.00031139,821,IonXpress_001_NF002-centrifuge_report,Staphylococcus haemolyticus,database
0,2.24E-05,59,IonXpress_001_NF002-centrifuge_report,Staphylococcus hyicus,database
1.32E-06,8.42E-05,222,IonXpress_001_NF002-centrifuge_report,Staphylococcus simulans,database
2.60E-08,3.22E-05,85,IonXpress_001_NF002-centrifuge_report,Staphylococcus xylosus,database
2.05E-08,8.72E-06,23,IonXpress_001_NF002-centrifuge_report,Staphylococcus schleiferi,database
4.09E-06,0.000407348,1074,IonXpress_001_NF002-centrifuge_report,Streptococcus gordonii,database
3.73E-07,0.000451724,1191,IonXpress_001_NF002-centrifuge_report,Streptococcus oralis,database
4.30E-06,0.000372075,981,IonXpress_001_NF002-centrifuge_report,Streptococcus salivarius,database
6.95E-49,3.07E-05,81,IonXpress_001_NF002-centrifuge_report,Streptococcus suis,database
0.000189862,0.003830364,10099,IonXpress_001_NF002-centrifuge_report,Streptococcus thermophilus,database
1.11E-07,2.24E-05,59,IonXpress_001_NF002-centrifuge_report,Streptococcus mutans,database
3.36E-07,4.40E-05,116,IonXpress_001_NF002-centrifuge_report,Streptococcus agalactiae,database
2.27E-06,0.00055413,1461,IonXpress_001_NF002-centrifuge_report,Streptococcus pneumoniae,database
1.91E-07,2.16E-05,57,IonXpress_001_NF002-centrifuge_report,Streptococcus pyogenes,database
2.56E-07,3.45E-05,91,IonXpress_001_NF002-centrifuge_report,Streptococcus anginosus,database
8.22E-07,5.23E-05,138,IonXpress_001_NF002-centrifuge_report,Streptococcus intermedius,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Streptococcus iniae,database
1.40E-16,3.07E-05,81,IonXpress_001_NF002-centrifuge_report,Enterococcus faecalis,database
7.54E-08,5.46E-05,144,IonXpress_001_NF002-centrifuge_report,Enterococcus faecium,database
0,1.18E-05,31,IonXpress_001_NF002-centrifuge_report,Enterococcus gallinarum,database
1.89E-201,1.52E-05,40,IonXpress_001_NF002-centrifuge_report,Enterococcus hirae,database
1.31E-05,0.000938342,2474,IonXpress_001_NF002-centrifuge_report,Lactococcus lactis,database
0,1.52E-05,40,IonXpress_001_NF002-centrifuge_report,Planococcus kocurii,database
1.80E-155,9.48E-06,25,IonXpress_001_NF002-centrifuge_report,Aerococcus urinae,database
1.01E-07,3.45E-05,91,IonXpress_001_NF002-centrifuge_report,Aerococcus viridans,database
0,8.34E-06,22,IonXpress_001_NF002-centrifuge_report,Bacillus amyloliquefaciens,database
2.94E-23,4.17E-06,11,IonXpress_001_NF002-centrifuge_report,Bacillus anthracis,database
6.97E-07,7.66E-05,202,IonXpress_001_NF002-centrifuge_report,Bacillus cereus,database
3.58E-07,1.59E-05,42,IonXpress_001_NF002-centrifuge_report,Bacillus coagulans,database
0,1.21E-05,32,IonXpress_001_NF002-centrifuge_report,Bacillus licheniformis,database
4.38E-08,4.59E-05,121,IonXpress_001_NF002-centrifuge_report,Bacillus megaterium,database
0,3.75E-05,99,IonXpress_001_NF002-centrifuge_report,Bacillus mycoides,database
0,4.02E-05,106,IonXpress_001_NF002-centrifuge_report,Paenibacillus polymyxa,database
2.01E-08,2.54E-05,67,IonXpress_001_NF002-centrifuge_report,Bacillus pumilus,database
0,2.73E-05,72,IonXpress_001_NF002-centrifuge_report,Lysinibacillus sphaericus,database
2.81E-194,3.83E-05,101,IonXpress_001_NF002-centrifuge_report,Bacillus subtilis,database
1.08E-07,0.00012668,334,IonXpress_001_NF002-centrifuge_report,Bacillus thuringiensis,database
0,1.14E-06,3,IonXpress_001_NF002-centrifuge_report,Bacillus atrophaeus,database
0,1.21E-05,32,IonXpress_001_NF002-centrifuge_report,Sporosarcina psychrophila,database
0,1.18E-05,31,IonXpress_001_NF002-centrifuge_report,Paenibacillus larvae,database
0,1.10E-05,29,IonXpress_001_NF002-centrifuge_report,Bacillus simplex,database
4.41E-08,1.48E-05,39,IonXpress_001_NF002-centrifuge_report,Bacillus smithii,database
0,1.90E-06,5,IonXpress_001_NF002-centrifuge_report,Virgibacillus halodenitrificans,database
0,0.000124025,327,IonXpress_001_NF002-centrifuge_report,Clostridium botulinum,database
7.96E-09,3.26E-05,86,IonXpress_001_NF002-centrifuge_report,Clostridium butyricum,database
2.25E-07,3.22E-05,85,IonXpress_001_NF002-centrifuge_report,Clostridioides difficile,database
0,3.83E-05,101,IonXpress_001_NF002-centrifuge_report,Clostridium perfringens,database
0,1.52E-05,40,IonXpress_001_NF002-centrifuge_report,Acetoanaerobium sticklandii,database
0,2.54E-05,67,IonXpress_001_NF002-centrifuge_report,Clostridium tyrobutyricum,database
0,3.60E-05,95,IonXpress_001_NF002-centrifuge_report,Clostridium beijerinckii,database
0,4.55E-06,12,IonXpress_001_NF002-centrifuge_report,Moorella thermoacetica,database
5.55E-28,9.48E-06,25,IonXpress_001_NF002-centrifuge_report,Clostridium kluyveri,database
0,3.00E-05,79,IonXpress_001_NF002-centrifuge_report,Clostridium scatologenes,database
0,1.71E-05,45,IonXpress_001_NF002-centrifuge_report,Clostridium estertheticum,database
0,3.22E-05,85,IonXpress_001_NF002-centrifuge_report,Clostridium baratii,database
0,2.77E-05,73,IonXpress_001_NF002-centrifuge_report,Sporosarcina ureae,database
6.62E-08,0.000822282,2168,IonXpress_001_NF002-centrifuge_report,Leifsonia xyli,database
3.59E-35,7.96E-06,21,IonXpress_001_NF002-centrifuge_report,Lactobacillus brevis,database
0,1.33E-05,35,IonXpress_001_NF002-centrifuge_report,Lactobacillus casei,database
2.51E-07,3.00E-05,79,IonXpress_001_NF002-centrifuge_report,Lactobacillus delbrueckii,database
1.37E-06,3.30E-05,87,IonXpress_001_NF002-centrifuge_report,Lactobacillus helveticus,database
1.20E-07,2.58E-05,68,IonXpress_001_NF002-centrifuge_report,Lactobacillus plantarum,database
0,7.21E-06,19,IonXpress_001_NF002-centrifuge_report,Lactobacillus gasseri,database
0,6.83E-06,18,IonXpress_001_NF002-centrifuge_report,Lactobacillus paracasei,database
3.32E-08,1.18E-05,31,IonXpress_001_NF002-centrifuge_report,Lactobacillus reuteri,database
8.19E-21,4.93E-06,13,IonXpress_001_NF002-centrifuge_report,Lactobacillus acetotolerans,database
0,1.52E-06,4,IonXpress_001_NF002-centrifuge_report,Lactobacillus amylovorus,database
1.07E-07,9.86E-06,26,IonXpress_001_NF002-centrifuge_report,Lactobacillus fermentum,database
0,1.18E-05,31,IonXpress_001_NF002-centrifuge_report,Lactobacillus salivarius,database
1.83E-295,3.57E-05,94,IonXpress_001_NF002-centrifuge_report,Listeria monocytogenes,database
2.51E-78,6.07E-06,16,IonXpress_001_NF002-centrifuge_report,Erysipelothrix rhusiopathiae,database
5.01E-07,0.000344008,907,IonXpress_001_NF002-centrifuge_report,Actinomyces odontolyticus,database
0,4.25E-05,112,IonXpress_001_NF002-centrifuge_report,Trueperella pyogenes,database
4.21E-06,0.000229845,606,IonXpress_001_NF002-centrifuge_report,Bifidobacterium longum,database
4.99E-07,2.35E-05,62,IonXpress_001_NF002-centrifuge_report,Bifidobacterium adolescentis,database
6.47E-06,4.32E-05,114,IonXpress_001_NF002-centrifuge_report,Bifidobacterium bifidum,database
5.48E-276,3.03E-06,8,IonXpress_001_NF002-centrifuge_report,Bifidobacterium angulatum,database
1.79E-06,9.98E-05,263,IonXpress_001_NF002-centrifuge_report,Bifidobacterium breve,database
0,1.33E-05,35,IonXpress_001_NF002-centrifuge_report,Bifidobacterium coryneforme,database
1.55E-07,0.000407728,1075,IonXpress_001_NF002-centrifuge_report,Brevibacterium linens,database
3.04E-08,2.50E-05,66,IonXpress_001_NF002-centrifuge_report,Corynebacterium stationis,database
9.71E-35,0.000539718,1423,IonXpress_001_NF002-centrifuge_report,Cellulosimicrobium cellulans,database
9.32E-33,4.21E-05,111,IonXpress_001_NF002-centrifuge_report,Corynebacterium diphtheriae,database
8.81E-08,3.87E-05,102,IonXpress_001_NF002-centrifuge_report,Corynebacterium glutamicum,database
3.32E-07,0.000128197,338,IonXpress_001_NF002-centrifuge_report,Corynebacterium pseudotuberculosis,database
0,4.17E-05,110,IonXpress_001_NF002-centrifuge_report,Eubacterium limosum,database
2.57E-07,0.000195709,516,IonXpress_001_NF002-centrifuge_report,Propionibacterium freudenreichii,database
0.00183737,0.04501882,118695,IonXpress_001_NF002-centrifuge_report,Cutibacterium acnes,database
2.21E-08,0.000464241,1224,IonXpress_001_NF002-centrifuge_report,Acidipropionibacterium acidipropionici,database
4.61E-17,0.00041721,1100,IonXpress_001_NF002-centrifuge_report,Mycobacterium avium,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Mycobacterium bovis,database
4.72E-07,0.000163091,430,IonXpress_001_NF002-centrifuge_report,Mycobacterium fortuitum,database
6.55E-08,0.000505962,1334,IonXpress_001_NF002-centrifuge_report,Mycobacterium phlei,database
0,0.000431243,1137,IonXpress_001_NF002-centrifuge_report,Mycobacterium smegmatis,database
0,0.000134645,355,IonXpress_001_NF002-centrifuge_report,Mycobacterium tuberculosis,database
9.96E-35,0.000460068,1213,IonXpress_001_NF002-centrifuge_report,Mycobacterium aurum,database
3.58E-08,0.000142231,375,IonXpress_001_NF002-centrifuge_report,Rhodococcus erythropolis,database
4.26E-08,6.03E-05,159,IonXpress_001_NF002-centrifuge_report,Streptomyces albus,database
0,5.31E-05,140,IonXpress_001_NF002-centrifuge_report,Streptomyces ambofaciens,database
1.49E-08,0.000590541,1557,IonXpress_001_NF002-centrifuge_report,Streptomyces aureofaciens,database
3.28E-47,0.000286358,755,IonXpress_001_NF002-centrifuge_report,Streptomyces clavuligerus,database
3.58E-54,0.000299632,790,IonXpress_001_NF002-centrifuge_report,Streptomyces glaucescens,database
3.42E-33,0.000319734,843,IonXpress_001_NF002-centrifuge_report,Streptomyces hygroscopicus,database
1.87E-08,0.000437312,1153,IonXpress_001_NF002-centrifuge_report,Streptomyces lincolnensis,database
6.87E-08,0.000245395,647,IonXpress_001_NF002-centrifuge_report,Streptomyces reticuli,database
2.69E-08,0.000202916,535,IonXpress_001_NF002-centrifuge_report,Streptomyces violaceoruber,database
0,0.000334147,881,IonXpress_001_NF002-centrifuge_report,Streptomyces albireticuli,database
1.13E-08,4.97E-05,131,IonXpress_001_NF002-centrifuge_report,Nocardiopsis dassonvillei,database
3.85E-27,0.000933791,2462,IonXpress_001_NF002-centrifuge_report,Aeromicrobium erythreum,database
9.22E-08,0.001732937,4569,IonXpress_001_NF002-centrifuge_report,Pimelobacter simplex,database
3.10E-07,0.000445277,1174,IonXpress_001_NF002-centrifuge_report,Gordonia terrae,database
0,4.17E-06,11,IonXpress_001_NF002-centrifuge_report,Mycoplasma arginini,database
0,3.03E-06,8,IonXpress_001_NF002-centrifuge_report,Mycoplasma capricolum,database
0,6.83E-06,18,IonXpress_001_NF002-centrifuge_report,Mycoplasma gallisepticum,database
0,8.34E-06,22,IonXpress_001_NF002-centrifuge_report,Mycoplasma hominis,database
0,5.31E-06,14,IonXpress_001_NF002-centrifuge_report,Mycoplasma hyopneumoniae,database
0,8.72E-06,23,IonXpress_001_NF002-centrifuge_report,Mycoplasma hyorhinis,database
0,1.25E-05,33,IonXpress_001_NF002-centrifuge_report,Mycoplasma mycoides,database
0,1.52E-06,4,IonXpress_001_NF002-centrifuge_report,Mycoplasma pneumoniae,database
0,8.34E-06,22,IonXpress_001_NF002-centrifuge_report,Mycoplasma agalactiae,database
0,3.41E-06,9,IonXpress_001_NF002-centrifuge_report,Mycoplasma californicum,database
0,1.02E-05,27,IonXpress_001_NF002-centrifuge_report,Spiroplasma citri,database
0,9.10E-06,24,IonXpress_001_NF002-centrifuge_report,Methanobacterium formicicum,database
0,7.59E-07,2,IonXpress_001_NF002-centrifuge_report,Methanohalophilus halophilus,database
0,1.48E-05,39,IonXpress_001_NF002-centrifuge_report,Methanosarcina mazei,database
0,4.17E-06,11,IonXpress_001_NF002-centrifuge_report,Sulfolobus solfataricus,database
0,7.96E-06,21,IonXpress_001_NF002-centrifuge_report,Thermoanaerobacter kivui,database
0,2.28E-05,60,IonXpress_001_NF002-centrifuge_report,Candidatus Sodalis,database
0,3.38E-05,89,IonXpress_001_NF002-centrifuge_report,Xylella fastidiosa,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Fervidobacterium islandicum,database
4.19E-06,4.51E-05,119,IonXpress_001_NF002-centrifuge_report,Gardnerella vaginalis,database
0,1.14E-06,3,IonXpress_001_NF002-centrifuge_report,Variola virus,database
0,3.41E-06,9,IonXpress_001_NF002-centrifuge_report,Orf virus,database
0,1.14E-06,3,IonXpress_001_NF002-centrifuge_report,Pigeonpox virus,database
0,1.90E-06,5,IonXpress_001_NF002-centrifuge_report,Sheeppox virus,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Swinepox virus,database
0,7.59E-07,2,IonXpress_001_NF002-centrifuge_report,Choristoneura biennis entomopoxvirus,database
0,1.52E-06,4,IonXpress_001_NF002-centrifuge_report,Macacine alphaherpesvirus 1,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Equid alphaherpesvirus 1,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Suid alphaherpesvirus 1,database
2.18E-06,9.48E-06,25,IonXpress_001_NF002-centrifuge_report,Human betaherpesvirus 5,database
0,1.90E-06,5,IonXpress_001_NF002-centrifuge_report,Equid gammaherpesvirus 5,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Saimiriine gammaherpesvirus 2,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Gallid alphaherpesvirus 1,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Gallid alphaherpesvirus 2,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Tupaiid betaherpesvirus 1,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Ovine gammaherpesvirus 2,database
0,1.90E-06,5,IonXpress_001_NF002-centrifuge_report,Lymantria dispar multiple nucleopolyhedrovirus,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Spodoptera exigua multiple nucleopolyhedrovirus,database
0,7.59E-07,2,IonXpress_001_NF002-centrifuge_report,Agrotis segetum granulovirus,database
0,7.59E-07,2,IonXpress_001_NF002-centrifuge_report,Frog virus 3,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,African swine fever virus,database
0,1.14E-06,3,IonXpress_001_NF002-centrifuge_report,unidentified adenovirus,database
9.99E-06,3.41E-06,9,IonXpress_001_NF002-centrifuge_report,Human papillomavirus type 4,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Salmonella virus PRD1,database
0,3.41E-06,9,IonXpress_001_NF002-centrifuge_report,Enterobacteria phage T4,database
0,3.03E-06,8,IonXpress_001_NF002-centrifuge_report,Streptomyces phage VWB,database
0,1.14E-06,3,IonXpress_001_NF002-centrifuge_report,Rhizobium phage 16-3,database
0,1.14E-06,3,IonXpress_001_NF002-centrifuge_report,Streptococcus phage Cp-1,database
0,1.14E-06,3,IonXpress_001_NF002-centrifuge_report,Escherichia phage N4,database
0.996686,0.475122167,1252690,IonXpress_001_NF002-centrifuge_report,Human parvovirus B19,database
0,3.79E-07,1,IonXpress_001_NF002-centrifuge_report,Rice dwarf virus,database
