abundance,pct,reads,sample,tax_name
1.75E-06,0.000289384,618,Patient2,Pseudomonas pseudoalcaligenes
3.73E-08,0.000308582,659,Patient2,Burkholderia glumae
3.45E-06,0.001005351,2147,Patient2,Xanthomonas campestris
1.86E-06,0.000651347,1391,Patient2,Xanthomonas translucens
4.50E-09,0.000103953,222,Patient2,Xanthomonas citri
4.63E-09,0.000423306,904,Patient2,Xanthomonas oryzae
4.17E-75,0.000265503,567,Patient2,Azotobacter chroococcum
0,0.000273931,585,Patient2,Azotobacter vinelandii
2.93E-07,0.000254733,544,Patient2,Agrobacterium tumefaciens
0,7.12E-05,152,Patient2,Agrobacterium vitis
4.06E-08,0.000811492,1733,Patient2,Bradyrhizobium japonicum
7.36E-08,0.000462639,988,Patient2,Bradyrhizobium sp.
0,0.000198073,423,Patient2,Sinorhizobium fredii
3.02E-08,0.000538965,1151,Patient2,Mesorhizobium loti
0,0.000257074,549,Patient2,Sinorhizobium meliloti
0,0.000574553,1227,Patient2,Rhizobium leguminosarum
0,0.000109104,233,Patient2,Rhizobium phaseoli
0,0.000103017,220,Patient2,Rhizobium tropici
0,0.000255201,545,Patient2,Neorhizobium galegae
2.54E-07,7.35E-05,157,Patient2,Methylobacillus flagellatus
5.40E-07,0.000597966,1277,Patient2,Methylobacterium extorquens
2.30E-08,0.000210716,450,Patient2,Methylococcus capsulatus
0,3.00E-05,64,Patient2,Methylomonas methanica
0,3.09E-05,66,Patient2,Acetobacter pasteurianus
7.55E-15,8.01E-05,171,Patient2,Gluconobacter oxydans
1.84E-08,3.98E-05,85,Patient2,Legionella pneumophila
0,1.31E-05,28,Patient2,Legionella hackeliae
3.37E-16,1.69E-05,36,Patient2,Legionella longbeachae
8.47E-09,7.02E-06,15,Patient2,Tatlockia micdadei
2.82E-06,0.001470331,3140,Patient2,Acinetobacter baumannii
6.50E-69,4.50E-05,96,Patient2,Moraxella catarrhalis
2.89E-16,7.82E-05,167,Patient2,Neisseria gonorrhoeae
1.09E-07,5.76E-05,123,Patient2,Neisseria lactamica
6.92E-08,0.000286574,612,Patient2,Neisseria meningitidis
1.67E-07,0.000144692,309,Patient2,Neisseria elongata
0,3.89E-05,83,Patient2,Thermomicrobium roseum
1.42E-17,2.86E-05,61,Patient2,Kingella kingae
1.62E-07,8.29E-05,177,Patient2,Alcaligenes faecalis
4.72E-08,0.000243026,519,Patient2,Bordetella bronchiseptica
9.25E-53,2.20E-05,47,Patient2,Bordetella parapertussis
0,8.76E-05,187,Patient2,Bordetella pertussis
0,9.37E-05,200,Patient2,Bordetella avium
1.53E-17,7.63E-05,163,Patient2,Acidiphilium cryptum
2.96E-07,0.000132985,284,Patient2,Ochrobactrum anthropi
0,4.59E-05,98,Patient2,Beijerinckia indica
0,0.000241621,516,Patient2,Chromobacterium violaceum
4.63E-07,5.57E-05,119,Patient2,Zymomonas mobilis
0,2.43E-05,52,Patient2,Citrobacter koseri
2.09E-07,0.000106763,228,Patient2,Citrobacter freundii
0,3.89E-05,83,Patient2,[Enterobacter] aerogenes
2.92E-07,0.000306709,655,Patient2,Pantoea agglomerans
2.97E-07,0.000126898,271,Patient2,Enterobacter cloacae
0,1.97E-05,42,Patient2,Erwinia amylovora
1.58E-08,3.93E-05,84,Patient2,Pantoea ananatis
0,3.04E-05,65,Patient2,Pectobacterium carotovorum
3.26E-06,0.000417218,891,Patient2,Escherichia coli
0,2.53E-05,54,Patient2,Shimwellia blattae
1.42E-24,1.50E-05,32,Patient2,Escherichia fergusonii
5.77E-42,4.92E-05,105,Patient2,Hafnia alvei
8.70E-07,0.000305773,653,Patient2,Klebsiella oxytoca
9.76E-07,0.000460766,984,Patient2,Klebsiella pneumoniae
0,1.31E-05,28,Patient2,Morganella morganii
9.74E-17,3.75E-06,8,Patient2,Proteus mirabilis
0,2.34E-05,50,Patient2,Providencia stuartii
1.68E-07,0.000128303,274,Patient2,Serratia liquefaciens
7.52E-08,0.000273931,585,Patient2,Serratia marcescens
4.45E-16,5.62E-06,12,Patient2,Shigella boydii
4.99E-18,8.90E-06,19,Patient2,Shigella dysenteriae
1.68E-14,7.49E-06,16,Patient2,Shigella flexneri
4.31E-14,2.34E-06,5,Patient2,Shigella sonnei
0,2.58E-05,55,Patient2,Xenorhabdus nematophila
1.07E-08,4.03E-05,86,Patient2,Yersinia enterocolitica
5.27E-07,6.18E-05,132,Patient2,Yersinia intermedia
0,3.75E-06,8,Patient2,Yersinia pestis
0,1.40E-05,30,Patient2,Yersinia pseudotuberculosis
0,5.43E-05,116,Patient2,Edwardsiella tarda
9.08E-08,0.000616696,1317,Patient2,Aeromonas hydrophila
4.21E-16,6.42E-05,137,Patient2,Aeromonas salmonicida
3.76E-08,7.96E-05,170,Patient2,Aeromonas media
0,9.46E-05,202,Patient2,Aeromonas schubertii
1.11E-07,0.000125025,267,Patient2,Aeromonas veronii
0,1.36E-05,29,Patient2,Vibrio alginolyticus
5.85E-71,3.14E-05,67,Patient2,Vibrio cholerae
0,1.50E-05,32,Patient2,Aliivibrio fischeri
0,1.12E-05,24,Patient2,Vibrio harveyi
0,2.81E-05,60,Patient2,Vibrio parahaemolyticus
0,4.35E-05,93,Patient2,Vibrio vulnificus
0,1.26E-05,27,Patient2,Grimontia hollisae
0,1.59E-05,34,Patient2,Vibrio mimicus
6.33E-08,3.65E-05,78,Patient2,Vibrio fluvialis
0,8.90E-06,19,Patient2,Vibrio campbellii
0,1.55E-05,33,Patient2,Vibrio natriegens
0,2.67E-05,57,Patient2,Plesiomonas shigelloides
0,4.03E-05,86,Patient2,Aggregatibacter actinomycetemcomitans
0,2.72E-05,58,Patient2,Actinobacillus pleuropneumoniae
0,1.40E-05,30,Patient2,Actinobacillus suis
0,5.15E-06,11,Patient2,Actinobacillus equuli
1.73E-07,0.000182621,390,Patient2,Haemophilus influenzae
1.92E-06,0.000787611,1682,Patient2,Haemophilus parainfluenzae
0,3.28E-05,70,Patient2,[Haemophilus] ducreyi
0,1.55E-05,33,Patient2,Histophilus somni
4.31E-08,6.93E-05,148,Patient2,Aggregatibacter aphrophilus
1.88E-72,2.95E-05,63,Patient2,[Haemophilus] parasuis
0,5.76E-05,123,Patient2,Pasteurella multocida
0,2.39E-05,51,Patient2,Gallibacterium anatis
0,4.21E-06,9,Patient2,Anaplasma centrale
0,4.68E-06,10,Patient2,Anaplasma marginale
0,3.75E-06,8,Patient2,Bartonella bacilliformis
0,3.70E-05,79,Patient2,Coxiella burnetii
0,2.34E-06,5,Patient2,Ehrlichia ruminantium
0,4.68E-07,1,Patient2,Rickettsia conorii
0,9.37E-06,20,Patient2,Orientia tsutsugamushi
0,9.37E-07,2,Patient2,Rickettsia typhi
0,1.87E-06,4,Patient2,Rickettsia akari
0,2.81E-06,6,Patient2,Rickettsia australis
0,3.28E-06,7,Patient2,Rickettsia canadensis
0,6.56E-06,14,Patient2,Bartonella quintana
3.55E-14,6.04E-05,129,Patient2,Chlamydia trachomatis
5.74E-07,8.76E-05,187,Patient2,Bacteroides fragilis
3.22E-07,5.76E-05,123,Patient2,Bacteroides thetaiotaomicron
9.10E-07,0.000110977,237,Patient2,Bacteroides vulgatus
1.73E-07,2.20E-05,47,Patient2,Parabacteroides distasonis
0,7.96E-06,17,Patient2,Campylobacter gracilis
0,1.97E-05,42,Patient2,Sebaldella termitidis
0,6.09E-06,13,Patient2,Campylobacter ureolyticus
0,9.37E-06,20,Patient2,Fibrobacter succinogenes
0,2.20E-05,47,Patient2,Porphyromonas gingivalis
0,1.12E-05,24,Patient2,Prevotella ruminicola
0,1.87E-06,4,Patient2,Wolinella succinogenes
1.88E-06,0.000195264,417,Patient2,Fusobacterium nucleatum
0,1.92E-05,41,Patient2,Syntrophomonas wolfei
0,2.20E-05,47,Patient2,Dichelobacter nodosus
0,6.27E-05,134,Patient2,Desulfovibrio africanus
2.26E-08,0.000149843,320,Patient2,Desulfovibrio desulfuricans
0,9.37E-06,20,Patient2,Desulfovibrio salexigens
5.99E-08,0.000193391,413,Patient2,Desulfovibrio vulgaris
0,4.64E-05,99,Patient2,Desulfobulbus propionicus
0,3.84E-05,82,Patient2,Desulfococcus multivorans
0,6.23E-05,133,Patient2,Desulfomicrobium baculatum
0,2.90E-05,62,Patient2,Acidaminococcus fermentans
0,2.06E-05,44,Patient2,Megasphaera elsdenii
8.78E-08,0.000208375,445,Patient2,Nitrobacter hamburgensis
7.38E-95,0.000122684,262,Patient2,Nitrobacter winogradskyi
6.13E-08,3.23E-05,69,Patient2,Nitrosomonas europaea
0,3.42E-05,73,Patient2,Nitrosomonas eutropha
0,3.32E-05,71,Patient2,Acidithiobacillus ferrooxidans
2.80E-25,0.0003629,775,Patient2,Starkeya novella
2.21E-08,0.00023132,494,Patient2,Thiomonas intermedia
0,4.21E-05,90,Patient2,Halothiobacillus neapolitanus
0,5.62E-06,12,Patient2,Ehrlichia canis
0,4.68E-07,1,Patient2,Anaplasma phagocytophilum
0,9.37E-07,2,Patient2,Neorickettsia risticii
0,4.68E-07,1,Patient2,Francisella persica
4.16E-08,7.73E-05,165,Patient2,Bdellovibrio bacteriovorus
1.43E-19,0.000307646,657,Patient2,Herbaspirillum seropedicae
0,1.40E-05,30,Patient2,Selenomonas ruminantium
0,4.78E-05,102,Patient2,Cellulophaga lytica
0,4.07E-05,87,Patient2,Pedobacter heparinus
3.42E-08,0.000105826,226,Patient2,Cytophaga hutchinsonii
1.98E-15,0.000370392,791,Patient2,Flavobacterium johnsoniae
0,1.83E-05,39,Patient2,Solitalea canadensis
0,0.000154994,331,Patient2,Flavobacterium columnare
0,5.01E-05,107,Patient2,Flexibacter litoralis
0,3.47E-05,74,Patient2,Marivirga tractuosa
0,1.55E-05,33,Patient2,Saprospira grandis
0,3.09E-05,66,Patient2,Weeksella virosa
3.83E-07,0.000124088,265,Patient2,Capnocytophaga ochracea
2.10E-33,0.000212589,454,Patient2,Allochromatium vinosum
0,0.000126898,271,Patient2,Halorhodospira halophila
6.93E-20,0.000306709,655,Patient2,Rhodobacter capsulatus
1.55E-08,0.001057796,2259,Patient2,Rhodobacter sphaeroides
0,0.000140478,300,Patient2,Rhodomicrobium vannielii
1.35E-07,0.00212683,4542,Patient2,Rhodopseudomonas palustris
8.00E-09,0.000267844,572,Patient2,Blastochloris viridis
1.35E-61,9.79E-05,209,Patient2,Pararhodospirillum photometricum
0,0.000144692,309,Patient2,Rhodospirillum rubrum
0,9.83E-06,21,Patient2,Chlorobium limicola
0,3.75E-06,8,Patient2,Chlorobium phaeovibrioides
0,3.84E-05,82,Patient2,Chlorobium phaeobacteroides
0,4.17E-05,89,Patient2,Chlorobaculum tepidum
0,2.81E-05,60,Patient2,Pelodictyon luteolum
0,1.83E-05,39,Patient2,Prosthecochloris aestuarii
1.02E-15,0.000234597,501,Patient2,Porphyrobacter neustonensis
0,1.17E-05,25,Patient2,Microcystis aeruginosa
0,7.49E-06,16,Patient2,Synechocystis sp. PCC 6714
0,2.34E-06,5,Patient2,Synechocystis sp. PCC 6803
0,9.83E-06,21,Patient2,Trichormus azollae
0,2.62E-05,56,Patient2,Anabaena cylindrica
0,1.17E-05,25,Patient2,Trichodesmium erythraeum
0,4.21E-05,90,Patient2,Prochlorococcus marinus
0,1.78E-05,38,Patient2,Nitrosococcus oceani
0,1.78E-05,38,Patient2,Nitrosospira multiformis
0,2.72E-05,58,Patient2,Piscirickettsia salmonis
2.41E-07,2.72E-05,58,Patient2,Leuconostoc gelidum
2.80E-06,0.000208375,445,Patient2,Leuconostoc mesenteroides
1.87E-05,0.001977455,4223,Patient2,Leuconostoc lactis
0,1.45E-05,31,Patient2,Oenococcus oeni
1.38E-07,3.51E-05,75,Patient2,Leuconostoc carnosum
0,4.68E-06,10,Patient2,Pediococcus acidilactici
9.02E-75,8.43E-06,18,Patient2,Pediococcus pentosaceus
6.20E-07,0.000113319,242,Patient2,Finegoldia magna
0,1.17E-05,25,Patient2,Ruminococcus albus
0.000101325,0.016687325,35637,Patient2,Micrococcus luteus
1.44E-06,0.001458625,3115,Patient2,Dermacoccus nishinomiyaensis
1.18E-06,0.000897183,1916,Patient2,Kytococcus sedentarius
6.41E-07,0.000228978,489,Patient2,Staphylococcus aureus
0,1.45E-05,31,Patient2,Staphylococcus carnosus
2.09E-05,0.00261616,5587,Patient2,Staphylococcus epidermidis
5.89E-06,0.000669141,1429,Patient2,Staphylococcus haemolyticus
0,1.36E-05,29,Patient2,Staphylococcus hyicus
1.35E-06,8.85E-05,189,Patient2,Staphylococcus simulans
3.61E-08,9.22E-05,197,Patient2,Staphylococcus xylosus
2.95E-05,0.001337346,2856,Patient2,Staphylococcus warneri
1.94E-08,4.59E-05,98,Patient2,Staphylococcus schleiferi
1.14E-08,0.00012362,264,Patient2,Deinococcus radiodurans
1.72E-06,0.000563315,1203,Patient2,Streptococcus gordonii
3.07E-07,0.000408321,872,Patient2,Streptococcus oralis
1.59E-06,0.000831627,1776,Patient2,Streptococcus salivarius
3.15E-06,0.001421164,3035,Patient2,Streptococcus sanguinis
5.71E-08,4.21E-05,90,Patient2,Streptococcus suis
9.61E-05,0.005696832,12166,Patient2,Streptococcus thermophilus
0,2.86E-05,61,Patient2,Streptococcus mutans
3.18E-08,3.56E-05,76,Patient2,Streptococcus agalactiae
1.99E-06,0.000739848,1580,Patient2,Streptococcus pneumoniae
3.05E-16,2.76E-05,59,Patient2,Streptococcus pyogenes
1.53E-07,0.000167168,357,Patient2,Streptococcus parasanguinis
2.30E-07,6.93E-05,148,Patient2,Streptococcus anginosus
4.57E-07,1.22E-05,26,Patient2,Streptococcus dysgalactiae
7.16E-08,2.06E-05,44,Patient2,Streptococcus equi
3.33E-07,5.62E-05,120,Patient2,Streptococcus intermedius
0,1.26E-05,27,Patient2,Streptococcus iniae
0,2.34E-06,5,Patient2,Streptococcus parauberis
3.47E-66,1.50E-05,32,Patient2,Streptococcus uberis
1.35E-07,2.11E-05,45,Patient2,Enterococcus faecalis
6.49E-08,5.67E-05,121,Patient2,Enterococcus faecium
0,7.96E-06,17,Patient2,Enterococcus gallinarum
0,3.28E-06,7,Patient2,Enterococcus hirae
2.13E-05,0.0013041,2785,Patient2,Lactococcus lactis
0,1.03E-05,22,Patient2,Lactococcus garvieae
6.31E-72,1.36E-05,29,Patient2,Lactococcus piscium
0,1.87E-05,40,Patient2,Planococcus kocurii
8.94E-60,6.56E-06,14,Patient2,Aerococcus urinae
1.05E-07,4.12E-05,88,Patient2,Aerococcus viridans
0,7.16E-05,153,Patient2,Atopobium parvulum
0,8.43E-06,18,Patient2,Bacillus amyloliquefaciens
2.29E-33,1.87E-06,4,Patient2,Bacillus anthracis
0,1.31E-05,28,Patient2,Brevibacillus brevis
4.94E-07,6.93E-05,148,Patient2,Bacillus cereus
2.81E-07,2.53E-05,54,Patient2,Bacillus coagulans
0,4.68E-06,10,Patient2,Bacillus licheniformis
4.27E-08,2.20E-05,47,Patient2,Bacillus megaterium
0,2.25E-05,48,Patient2,Bacillus mycoides
0,2.53E-05,54,Patient2,Paenibacillus polymyxa
3.66E-09,2.43E-05,52,Patient2,Bacillus pumilus
0,6.56E-06,14,Patient2,Bacillus cellulosilyticus
0,5.62E-06,12,Patient2,Lysinibacillus sphaericus
1.01E-146,2.43E-05,52,Patient2,Bacillus subtilis
0,1.22E-05,26,Patient2,Parageobacillus thermoglucosidans
2.86E-15,5.67E-05,121,Patient2,Bacillus thuringiensis
0,7.02E-06,15,Patient2,Amphibacillus xylanus
0,4.68E-06,10,Patient2,Bacillus atrophaeus
0,4.68E-07,1,Patient2,Geobacillus kaustophilus
0,8.90E-06,19,Patient2,Paenibacillus larvae
0,7.49E-06,16,Patient2,Brevibacillus laterosporus
0,1.59E-05,34,Patient2,Bacillus methanolicus
0,3.75E-06,8,Patient2,Sporosarcina psychrophila
0,4.68E-06,10,Patient2,Bacillus simplex
4.49E-08,1.45E-05,31,Patient2,Bacillus smithii
0,8.43E-06,18,Patient2,Clostridium acetobutylicum
0,4.82E-05,103,Patient2,Clostridium botulinum
1.10E-08,1.17E-05,25,Patient2,Clostridium butyricum
0,6.09E-06,13,Patient2,Clostridium cellulovorans
1.50E-07,4.40E-05,94,Patient2,Clostridioides difficile
0,4.21E-06,9,Patient2,Clostridium formicaceticum
0,3.79E-05,81,Patient2,Clostridium pasteurianum
0,3.09E-05,66,Patient2,Clostridium perfringens
0,6.09E-06,13,Patient2,Clostridium sporogenes
0,1.40E-06,3,Patient2,[Clostridium] stercorarium
0,1.08E-05,23,Patient2,Acetoanaerobium sticklandii
0,1.50E-05,32,Patient2,Clostridium tetani
0,1.22E-05,26,Patient2,Ruminiclostridium thermocellum
0,1.03E-05,22,Patient2,Thermoanaerobacterium thermosaccharolyticum
0,1.36E-05,29,Patient2,Clostridium tyrobutyricum
0,1.69E-05,36,Patient2,Clostridium beijerinckii
0,9.83E-06,21,Patient2,[Clostridium] cellulolyticum
0,3.65E-05,78,Patient2,Moorella thermoacetica
2.74E-23,8.90E-06,19,Patient2,Clostridium kluyveri
0,4.68E-07,1,Patient2,Clostridium ljungdahlii
0,9.37E-06,20,Patient2,Clostridium novyi
0,1.40E-05,30,Patient2,Clostridium scatologenes
0,4.21E-06,9,Patient2,Gottschalkia acidurici
0,9.37E-06,20,Patient2,Clostridium baratii
0,5.15E-06,11,Patient2,Desulfosporosinus orientis
0,1.22E-05,26,Patient2,Desulfotomaculum ruminis
0,6.56E-06,14,Patient2,Desulfotomaculum nigrificans
0,7.49E-06,16,Patient2,Halobacillus halophilus
7.90E-08,0.001273663,2720,Patient2,Leifsonia xyli
0,1.17E-05,25,Patient2,Lactobacillus acidophilus
5.05E-19,6.09E-06,13,Patient2,Lactobacillus brevis
9.07E-19,2.81E-06,6,Patient2,Lactobacillus buchneri
6.65E-08,1.78E-05,38,Patient2,Lactobacillus casei
4.36E-08,2.76E-05,59,Patient2,Lactobacillus delbrueckii
5.41E-07,5.48E-05,117,Patient2,Lactobacillus helveticus
5.43E-08,2.29E-05,49,Patient2,Lactobacillus plantarum
0,2.81E-06,6,Patient2,Lactobacillus gasseri
2.07E-15,1.45E-05,31,Patient2,Lactobacillus paracasei
6.96E-08,1.45E-05,31,Patient2,Lactobacillus reuteri
1.08E-06,8.24E-05,176,Patient2,Lactobacillus sakei
5.06E-17,9.37E-07,2,Patient2,Lactobacillus acetotolerans
0,1.40E-06,3,Patient2,Lactobacillus amylovorus
7.46E-08,1.78E-05,38,Patient2,Lactobacillus fermentum
0,3.75E-06,8,Patient2,Lactobacillus ruminis
0,3.18E-05,68,Patient2,Lactobacillus salivarius
0,1.12E-05,24,Patient2,Lactobacillus sanfranciscensis
0,9.37E-06,20,Patient2,Listeria ivanovii
5.03E-85,2.43E-05,52,Patient2,Listeria monocytogenes
0,5.62E-06,12,Patient2,Listeria seeligeri
4.52E-154,2.34E-06,5,Patient2,Listeria innocua
0,7.02E-06,15,Patient2,Listeria welshimeri
2.19E-16,9.93E-05,212,Patient2,Renibacterium salmoninarum
1.02E-26,7.49E-06,16,Patient2,Erysipelothrix rhusiopathiae
0,8.62E-05,184,Patient2,Trueperella pyogenes
2.36E-08,0.000114723,245,Patient2,Bifidobacterium adolescentis
4.62E-06,0.000349789,747,Patient2,Bifidobacterium bifidum
6.44E-90,3.47E-05,74,Patient2,Bifidobacterium angulatum
2.68E-76,5.01E-05,107,Patient2,Bifidobacterium asteroides
1.24E-06,0.000157335,336,Patient2,Bifidobacterium breve
9.84E-08,1.31E-05,28,Patient2,Bifidobacterium catenulatum
0,1.73E-05,37,Patient2,Bifidobacterium coryneforme
2.88E-08,3.61E-05,77,Patient2,Bifidobacterium dentium
0,3.75E-06,8,Patient2,Bifidobacterium indicum
0,6.84E-05,146,Patient2,Bifidobacterium pseudolongum
1.60E-07,0.000554418,1184,Patient2,Brevibacterium linens
1.93E-07,5.90E-05,126,Patient2,Corynebacterium stationis
2.31E-07,0.000975851,2084,Patient2,Cellulomonas fimi
2.21E-08,0.000804936,1719,Patient2,Cellulomonas flavigena
8.78E-16,8.10E-05,173,Patient2,Corynebacterium diphtheriae
1.55E-17,4.12E-05,88,Patient2,Corynebacterium glutamicum
0,8.52E-05,182,Patient2,Corynebacterium pseudotuberculosis
2.32E-07,2.72E-05,58,Patient2,Corynebacterium callunae
5.73E-07,0.000319352,682,Patient2,Corynebacterium variabile
0,9.83E-06,21,Patient2,Peptoclostridium acidaminophilum
0,2.81E-05,60,Patient2,Eubacterium limosum
0,4.21E-06,9,Patient2,Thermodesulfobacterium commune
3.02E-07,0.000804,1717,Patient2,Propionibacterium freudenreichii
0.00139735,0.089162955,190414,Patient2,Propionibacterium acnes
1.13E-08,0.001533078,3274,Patient2,Acidipropionibacterium acidipropionici
1.54E-07,0.00067476,1441,Patient2,Pseudopropionibacterium propionicum
3.29E-19,0.000827881,1768,Patient2,Mycobacterium avium
0,4.68E-07,1,Patient2,Mycobacterium bovis
5.31E-07,0.000212121,453,Patient2,Mycobacterium fortuitum
0,5.34E-05,114,Patient2,Mycobacterium intracellulare
4.55E-17,0.000257074,549,Patient2,Mycobacterium kansasii
0,3.47E-05,74,Patient2,Mycobacterium leprae
6.68E-08,0.000712221,1521,Patient2,Mycobacterium phlei
1.21E-37,0.000651347,1391,Patient2,Mycobacterium smegmatis
0,3.37E-05,72,Patient2,Mycobacterium tuberculosis
0,0.000101612,217,Patient2,Mycobacterium chelonae
0,0.000126898,271,Patient2,Mycobacterium marinum
2.14E-07,0.000654157,1397,Patient2,Mycobacterium chubuense
1.82E-15,0.000589537,1259,Patient2,Mycobacterium gilvum
2.74E-08,0.000645728,1379,Patient2,Mycobacterium vaccae
5.90E-178,0.000874707,1868,Patient2,Amycolatopsis methanolica
5.40E-08,0.000152184,325,Patient2,Rhodococcus fascians
6.46E-08,0.000232724,497,Patient2,Rhodococcus erythropolis
1.59E-57,0.001119138,2390,Patient2,Saccharopolyspora erythraea
9.82E-64,0.000397083,848,Patient2,Saccharomonospora viridis
0,0.00066399,1418,Patient2,Frankia alni
1.76E-06,0.0084235,17989,Patient2,Geodermatophilus obscurus
8.58E-08,0.001287242,2749,Patient2,Actinoplanes missouriensis
0,0.001089169,2326,Patient2,Streptomyces albus
0,0.000353535,755,Patient2,Streptomyces ambofaciens
0,0.000405044,865,Patient2,Streptomyces clavuligerus
0,0.000280019,598,Patient2,Streptomyces coelicolor
0,0.000440631,941,Patient2,Streptomyces glaucescens
0,0.000345575,738,Patient2,Streptomyces globisporus
0,0.00044625,953,Patient2,Streptomyces griseus
5.76E-15,0.000448592,958,Patient2,Streptomyces hygroscopicus
2.96E-08,0.000635427,1357,Patient2,Streptomyces lincolnensis
1.43E-08,0.000336678,719,Patient2,Streptomyces lividans
2.82E-08,0.000350257,748,Patient2,Streptomyces reticuli
0,0.00064807,1384,Patient2,Streptomyces scabiei
2.85E-08,0.000215399,460,Patient2,Streptomyces noursei
7.55E-09,0.001242758,2654,Patient2,Streptosporangium roseum
1.81E-08,0.000703324,1502,Patient2,Thermobispora bispora
1.16E-08,0.00075811,1619,Patient2,Nocardiopsis dassonvillei
5.50E-08,0.001128034,2409,Patient2,Thermomonospora curvata
0,0.000376948,805,Patient2,Thermobifida fusca
2.50E-08,0.000490267,1047,Patient2,Microbacterium testaceum
0,0.001288179,2751,Patient2,Aeromicrobium erythreum
9.97E-08,0.002320689,4956,Patient2,Pimelobacter simplex
5.94E-07,0.00027159,580,Patient2,Rothia dentocariosa
0,7.02E-06,15,Patient2,Mobiluncus curtisii
2.71E-06,0.000905612,1934,Patient2,Gordonia bronchialis
3.22E-07,0.000574553,1227,Patient2,Gordonia terrae
3.80E-08,0.000210716,450,Patient2,Sphaerobacter thermophilus
2.28E-41,0.000374607,800,Patient2,Tsukamurella paurometabola
2.43E-43,0.000995049,2125,Patient2,Kitasatospora setae
0,1.87E-06,4,Patient2,Mycoplasma arginini
0,9.37E-07,2,Patient2,Mycoplasma capricolum
0,7.02E-06,15,Patient2,Mycoplasma gallisepticum
9.77E-14,1.17E-05,25,Patient2,Mycoplasma hominis
