abundance,pct,reads,sample,Patient,Time,tax_name
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Vibrio vulnificus
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Vibrio fluvialis
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Bacteroides vulgatus
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Fusobacterium nucleatum
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Ehrlichia chaffeensis
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Bdellovibrio bacteriovorus
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Flexibacter litoralis
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Rhodobacter sphaeroides
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Rhodopseudomonas palustris
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Trichormus azollae
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Trichodesmium erythraeum
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Piscirickettsia salmonis
0,5.63E-06,7,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Micrococcus luteus
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Kytococcus sedentarius
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Staphylococcus aureus
0.0030382,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Staphylococcus simulans
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Staphylococcus warneri
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Streptococcus gordonii
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Lactococcus lactis
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Bacillus anthracis
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Bacillus licheniformis
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Bacillus megaterium
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Paenibacillus polymyxa
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Bacillus thuringiensis
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Clostridioides difficile
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Clostridium tyrobutyricum
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Clostridium kluyveri
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Desulfotomaculum nigrificans
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Lactobacillus sakei
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Bifidobacterium adolescentis
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Brevibacterium linens
0,4.83E-06,6,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Corynebacterium stationis
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Cellulomonas fimi
0.00422029,2.17E-05,27,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Corynebacterium diphtheriae
0,3.22E-06,4,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Corynebacterium pseudotuberculosis
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Corynebacterium variabile
0.00957205,9.65E-06,12,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Propionibacterium acnes
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Pseudopropionibacterium propionicum
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Rhodococcus erythropolis
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Saccharomonospora viridis
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Streptomyces lincolnensis
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Streptomyces reticuli
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Streptosporangium roseum
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Thermomonospora curvata
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Microbacterium testaceum
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Pimelobacter simplex
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Gordonia bronchialis
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Gordonia terrae
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Tsukamurella paurometabola
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Mycoplasma flocculare
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Methanobacterium formicicum
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Methanobrevibacter smithii
0,3.22E-06,4,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Methanospirillum hungatei
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Fervidobacterium nodosum
0.924353,0.999258466,1242447,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Homo sapiens
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Rubrivivax gelatinosus
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Burkholderia gladioli
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Arcanobacterium haemolyticum
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Burkholderia pseudomallei
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Streptomyces cattleya
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Cellulosilyticum lentocellum
0,1.61E-05,20,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Taylorella equigenitalis
0.013714,9.97E-05,124,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,synthetic construct
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Leptothrix cholodnii
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Variovorax paradoxus
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Acholeplasma oculi
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Thiobacillus denitrificans
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Nocardia farcinica
0.00706178,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Corynebacterium jeikeium
0,3.22E-06,4,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Corynebacterium vitaeruminis
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Stenotrophomonas maltophilia
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Streptomyces sampsonii
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Corynebacterium argentoratense
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Jonesia denitrificans
0.00163406,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Corynebacterium urealyticum
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Streptococcus cristatus
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Staphylococcus pasteuri
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Caldicellulosiruptor kristjanssonii
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Enterococcus durans
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Flavobacterium branchiophilum
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Sediminispirochaeta smaragdinae
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Psychroflexus torquis
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Desulfotomaculum kuznetsovii
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Lactobacillus paraplantarum
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Pluralibacter gergoviae
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Serratia rubidaea
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Streptomyces cyaneogriseus
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Streptomyces violaceusniger
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Streptomyces albulus
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Pseudomonas sp. VLB120
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Caulobacter henricii
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Petrotoga mobilis
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Bacillus clausii
0,3.22E-06,4,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Thioflavicoccus mobilis
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Herbaspirillum rubrisubalbicans
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Aminobacterium colombiense
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Myxococcus stipitatus
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Simkania negevensis
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Gordonia polyisoprenivorans
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Achromobacter xylosoxidans
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Bacillus weihenstephanensis
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Ramlibacter tataouinensis
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Burkholderia cenocepacia
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Flavobacterium psychrophilum
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Burkholderia ubonensis
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Ralstonia mannitolilytica
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Methylibium petroleiphilum
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Thermoanaerobacter italicus
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Corynebacterium falsenii
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Actinomyces radicidentis
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Isoptericola variabilis
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Filifactor alocis
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Thermosynechococcus elongatus
0.012069,0.000254148,316,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Corynebacterium simulans
0.00191667,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Sphingomonas melonis
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Corynebacterium efficiens
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Corynebacterium imitans
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Collimonas fungivorans
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Corynebacterium casei
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Sphingomonas wittichii
0,9.65E-06,12,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Corynebacterium camporealensis
0.00637067,2.33E-05,29,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Corynebacterium singulare
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Streptomyces puniciscabiei
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Blattabacterium punctulatus
0,3.70E-05,46,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Corynebacterium aurimucosum
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Alicycliphilus denitrificans
0.00132247,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Ralstonia insidiosa
0,2.41E-06,3,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Corynebacterium atypicum
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Pseudomonas rhizosphaerae
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Methylobacterium populi
0,3.22E-06,4,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Corynebacterium halotolerans
0.00789264,8.85E-06,11,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Corynebacterium resistens
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Dechloromonas aromatica
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Sphaerochaeta coccoides
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Collimonas arenae
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Staphylococcus pseudintermedius
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Streptomyces rubrolavendulae
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Jannaschia sp. CCS1
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Frankia sp. EAN1pec
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Frankia inefficax
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Maribacter sp. HTCC2170
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Pseudoxanthomonas suwonensis
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Bacillus infantis
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Gordonia sp. KTR9
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Oscillibacter valericigenes
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Methylotenera mobilis
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Synechococcus sp. PCC 7003
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Bacteroides salanitronis
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Streptomyces bingchenggensis
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Sulfurovum sp. NBC37-1
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Marinomonas sp. MWYL1
0,2.41E-06,3,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Corynebacterium ureicelerivorans
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Elusimicrobium minutum
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Streptomyces sp. Mg1
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Nitrosococcus watsonii
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Altererythrobacter ishigakiensis
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Burkholderia metallica
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Azospirillum thiophilum
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,beta proteobacterium CB
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Actinomyces oris
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Acidianus hospitalis
0,2.41E-06,3,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Corynebacterium mustelae
0,3.22E-06,4,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Corynebacterium maris
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Geobacillus sp. Y4.1MC1
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Pandoraea faecigallinarum
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Corynebacterium sp. NML98-0116
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Hyphomicrobium sp. MC1
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Acidovorax ebreus
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Azoarcus sp. KH32C
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Hydrogenophaga sp. PBC
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Streptomyces sp. SirexAA-E
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Mycobacterium sinense
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Bathycoccus sp. RCC1105 virus BpV1
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Pseudomonas brassicacearum
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Staphylococcus argenteus
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Pseudomonas sp. StFLB209
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Corynebacterium uterequi
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Pectobacterium phage phiTE
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Corynebacterium doosanense
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Klebsiella michiganensis
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Gordonia sp. QH-11
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Gloeocapsa sp. PCC 7428
0,2.41E-06,3,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Corynebacterium humireducens
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Bradyrhizobium sp. CCGE-LA001
0,2.41E-06,3,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Corynebacterium lactis
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Sodalis praecaptivus
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Streptomyces sp. PAMC 26508
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Salinarchaeum sp. Harcht-Bsk1
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Formosa sp. Hel1_33_131
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Celeribacter marinus
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Geosporobacter ferrireducens
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Candidatus Thioglobus singularis
0,1.61E-06,2,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Comamonadaceae bacterium B1
0,2.41E-06,3,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Burkholderia stagnalis
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Paenibacillus sp. FSL H7-0737
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Sphingomonas taxi
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Sphingomonas hengshuiensis
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Pseudomonas sp. MRSN12121
0,8.04E-07,1,DFU_WGS_BC075_pt57_tube79-2_3deepcurretage.fa,Patient1,1,Geminocystis sp. NIES-3709
