pct,Experiment,mixture,tax_name,tool
0.000369463,E. coli - S. sonnei,0.1/99.9,Plasmodium knowlesi,clark
0.0110839,E. coli - S. sonnei,0.1/99.9,Plautia stali symbiont,clark
0.000738926,E. coli - S. sonnei,0.1/99.9,Proteus mirabilis,clark
0.000369463,E. coli - S. sonnei,0.1/99.9,Providencia alcalifaciens,clark
0.00110839,E. coli - S. sonnei,0.1/99.9,Providencia stuartii,clark
0.000369463,E. coli - S. sonnei,0.1/99.9,Pseudoalteromonas sp. SM9913,clark
0.000369463,E. coli - S. sonnei,0.1/99.9,Pseudoalteromonas tunicata,clark
0.000369463,E. coli - S. sonnei,0.1/99.9,Pseudomonas entomophila,clark
0.00110839,E. coli - S. sonnei,0.1/99.9,Pseudomonas putida,clark
0.000369463,E. coli - S. sonnei,0.1/99.9,Pseudomonas sp. TKP,clark
0.00147785,E. coli - S. sonnei,0.1/99.9,Rahnella aquatilis,clark
0.00738926,E. coli - S. sonnei,0.1/99.9,Raoultella ornithinolytica,clark
0.000369463,E. coli - S. sonnei,0.1/99.9,Salinibacter ruber,clark
0.00738926,E. coli - S. sonnei,0.1/99.9,Salmonella bongori,clark
1.3877,E. coli - S. sonnei,0.1/99.9,Salmonella enterica,clark
0.00258624,E. coli - S. sonnei,0.1/99.9,Serratia marcescens,clark
0.000738926,E. coli - S. sonnei,0.1/99.9,Serratia odorifera,clark
0.000369463,E. coli - S. sonnei,0.1/99.9,Serratia plymuthica,clark
0.000369463,E. coli - S. sonnei,0.1/99.9,Serratia proteamaculans,clark
0.000369463,E. coli - S. sonnei,0.1/99.9,Shewanella amazonensis,clark
0.000738926,E. coli - S. sonnei,0.1/99.9,Shewanella baltica,clark
0.000369463,E. coli - S. sonnei,0.1/99.9,Shewanella benthica,clark
0.000369463,E. coli - S. sonnei,0.1/99.9,Shewanella oneidensis,clark
0.264536,E. coli - S. sonnei,0.1/99.9,Shigella boydii,clark
0.146677,E. coli - S. sonnei,0.1/99.9,Shigella dysenteriae,clark
95.923,E. coli - S. sonnei,0.1/99.9,Shigella flexneri,clark
0.000369463,E. coli - S. sonnei,0.1/99.9,Shigella phage Sf6,clark
0.0543111,E. coli - S. sonnei,0.1/99.9,Shigella sonnei,clark
0.0070198,E. coli - S. sonnei,0.1/99.9,Shimwellia blattae,clark
0.00184732,E. coli - S. sonnei,0.1/99.9,Sodalis glossinidius,clark
0.000369463,E. coli - S. sonnei,0.1/99.9,Sphingopyxis alaskensis,clark
0.0118228,E. coli - S. sonnei,0.1/99.9,Staphylococcus aureus,clark
0.00110839,E. coli - S. sonnei,0.1/99.9,Streptococcus pneumoniae,clark
0.000369463,E. coli - S. sonnei,0.1/99.9,Teredinibacter turnerae,clark
0.000369463,E. coli - S. sonnei,0.1/99.9,Thermincola potens,clark
0.00110839,E. coli - S. sonnei,0.1/99.9,Thermodesulfatator indicus,clark
0.00110839,E. coli - S. sonnei,0.1/99.9,Thiomicrospira crunogena,clark
0.000738926,E. coli - S. sonnei,0.1/99.9,Tolumonas auensis,clark
0.000369463,E. coli - S. sonnei,0.1/99.9,Vibrio alginolyticus,clark
0.000738926,E. coli - S. sonnei,0.1/99.9,Vibrio anguillarum,clark
0.000738926,E. coli - S. sonnei,0.1/99.9,Vibrio campbellii,clark
0.000738926,E. coli - S. sonnei,0.1/99.9,Vibrio cholerae,clark
0.000369463,E. coli - S. sonnei,0.1/99.9,Vibrio harveyi,clark
0.000369463,E. coli - S. sonnei,0.1/99.9,Vibrio shilonii,clark
0.000369463,E. coli - S. sonnei,0.1/99.9,Vibrio sp. AND4,clark
0.000369463,E. coli - S. sonnei,0.1/99.9,Vibrio tasmaniensis,clark
0.000369463,E. coli - S. sonnei,0.1/99.9,Vibrio vulnificus,clark
0.000369463,E. coli - S. sonnei,0.1/99.9,Vibrionales bacterium SWAT-3,clark
0.00110839,E. coli - S. sonnei,0.1/99.9,Xenorhabdus bovienii,clark
0.000369463,E. coli - S. sonnei,0.1/99.9,Yersinia aldovae,clark
0.00406409,E. coli - S. sonnei,0.1/99.9,Yersinia enterocolitica,clark
0.000738926,E. coli - S. sonnei,0.1/99.9,Yersinia frederiksenii,clark
0.000738926,E. coli - S. sonnei,0.1/99.9,Yersinia intermedia,clark
0.000369463,E. coli - S. sonnei,0.1/99.9,Yersinia kristensenii,clark
0.0321433,E. coli - S. sonnei,0.1/99.9,Yersinia pestis,clark
0.000738926,E. coli - S. sonnei,0.1/99.9,Yersinia pseudotuberculosis,clark
0.000369463,E. coli - S. sonnei,0.1/99.9,Yersinia rohdei,clark
0.000369463,E. coli - S. sonnei,0.1/99.9,Yersinia ruckeri,clark
0.000369463,E. coli - S. sonnei,0.1/99.9,beta proteobacterium KB13,clark
0.000738926,E. coli - S. sonnei,0.1/99.9,gamma proteobacterium NOR5-3,clark
0.000738926,E. coli - S. sonnei,0.1/99.9,secondary endosymbiont of Ctenarytaina eucalypti,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Acidithiobacillus caldus,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Actinobacillus pleuropneumoniae,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Aeromonas hydrophila,clark
0.000598636,E. coli - S. sonnei,1.0/99.0,Aeromonas veronii,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Aggregatibacter actinomycetemcomitans,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Aggregatibacter aphrophilus,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Alcanivorax dieselolei,clark
0.000598636,E. coli - S. sonnei,1.0/99.0,Alteromonas mediterranea,clark
0.000598636,E. coli - S. sonnei,1.0/99.0,Bacillus sp. NRRL B-14911,clark
0.000598636,E. coli - S. sonnei,1.0/99.0,Bacillus thuringiensis,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Bibersteinia trehalosi,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Buchnera aphidicola,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Burkholderia graminis,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Burkholderia multivorans,clark
0.000598636,E. coli - S. sonnei,1.0/99.0,Burkholderia pseudomallei,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Burkholderia rhizoxinica,clark
0.00179591,E. coli - S. sonnei,1.0/99.0,Candidatus Pantoea carbekii,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Chelativorans sp. BNC1,clark
0.000598636,E. coli - S. sonnei,1.0/99.0,Chloroflexus aggregans,clark
0.00688431,E. coli - S. sonnei,1.0/99.0,Citrobacter freundii,clark
0.0155645,E. coli - S. sonnei,1.0/99.0,Citrobacter koseri,clark
0.0107754,E. coli - S. sonnei,1.0/99.0,Citrobacter rodentium,clark
0.00448977,E. coli - S. sonnei,1.0/99.0,Citrobacter youngae,clark
0.00389113,E. coli - S. sonnei,1.0/99.0,Clostridiales bacterium 1_7_47FAA,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Comamonas testosteroni,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Corynebacterium glutamicum,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Corynebacterium pseudotuberculosis,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Coxiella burnetii,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Crocosphaera watsonii,clark
0.00808158,E. coli - S. sonnei,1.0/99.0,Cronobacter sakazakii,clark
0.00359181,E. coli - S. sonnei,1.0/99.0,Cronobacter turicensis,clark
0.00628567,E. coli - S. sonnei,1.0/99.0,Desulfotalea psychrophila,clark
0.000598636,E. coli - S. sonnei,1.0/99.0,Desulfovibrio desulfuricans,clark
0.00239454,E. coli - S. sonnei,1.0/99.0,Dickeya dadantii,clark
0.00179591,E. coli - S. sonnei,1.0/99.0,Dickeya zeae,clark
0.000598636,E. coli - S. sonnei,1.0/99.0,Dictyostelium discoideum,clark
0.000598636,E. coli - S. sonnei,1.0/99.0,Edwardsiella ictaluri,clark
0.00119727,E. coli - S. sonnei,1.0/99.0,Edwardsiella tarda,clark
0.00389113,E. coli - S. sonnei,1.0/99.0,Enterobacter aerogenes,clark
0.00448977,E. coli - S. sonnei,1.0/99.0,Enterobacter asburiae,clark
0.0194557,E. coli - S. sonnei,1.0/99.0,Enterobacter cloacae,clark
0.0128707,E. coli - S. sonnei,1.0/99.0,Enterobacter lignolyticus,clark
0.00718363,E. coli - S. sonnei,1.0/99.0,Enterobacter sp. 638,clark
0.0050884,E. coli - S. sonnei,1.0/99.0,Enterobacter sp. R4-368,clark
0.000598636,E. coli - S. sonnei,1.0/99.0,Enterobacteria phage phiP27,clark
0.00957817,E. coli - S. sonnei,1.0/99.0,Enterobacteriaceae bacterium strain FGI 57,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Enterococcus faecium,clark
0.000598636,E. coli - S. sonnei,1.0/99.0,Erwinia amylovora,clark
0.00119727,E. coli - S. sonnei,1.0/99.0,Erwinia billingiae,clark
0.0224488,E. coli - S. sonnei,1.0/99.0,Erwinia pyrifoliae,clark
0.00868022,E. coli - S. sonnei,1.0/99.0,Erwinia sp. Ejp617,clark
0.000897954,E. coli - S. sonnei,1.0/99.0,Erwinia tasmaniensis,clark
4.6526,E. coli - S. sonnei,1.0/99.0,Escherichia coli,clark
0.0371154,E. coli - S. sonnei,1.0/99.0,Escherichia fergusonii,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Fusobacterium nucleatum,clark
0.00119727,E. coli - S. sonnei,1.0/99.0,Glaciecola sp. 4H-3-7+YE-5,clark
0.000598636,E. coli - S. sonnei,1.0/99.0,Granulicella mallensis,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Grimontia hollisae,clark
0.000897954,E. coli - S. sonnei,1.0/99.0,Haemophilus influenzae,clark
0.000897954,E. coli - S. sonnei,1.0/99.0,Heliobacterium modesticaldum,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Histophilus somni,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Idiomarina baltica,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Janthinobacterium sp. Marseille,clark
0.00628567,E. coli - S. sonnei,1.0/99.0,Klebsiella oxytoca,clark
0.0161632,E. coli - S. sonnei,1.0/99.0,Klebsiella pneumoniae,clark
0.00419045,E. coli - S. sonnei,1.0/99.0,Klebsiella variicola,clark
0.000598636,E. coli - S. sonnei,1.0/99.0,Lacinutrix sp. 5H-3-7-4,clark
0.00119727,E. coli - S. sonnei,1.0/99.0,Lactobacillus brevis,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Legionella longbeachae,clark
0.00598636,E. coli - S. sonnei,1.0/99.0,Legionella pneumophila,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Leptospira biflexa,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Mannheimia haemolytica,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Methylophaga frappieri,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Methylophaga thiooxydans,clark
0.000598636,E. coli - S. sonnei,1.0/99.0,Morganella morganii,clark
0.000598636,E. coli - S. sonnei,1.0/99.0,Moritella sp. PE36,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Neisseria elongata,clark
0.00119727,E. coli - S. sonnei,1.0/99.0,Neisseria lactamica,clark
0.00119727,E. coli - S. sonnei,1.0/99.0,Neisseria meningitidis,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Nonlabens dokdonensis,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Oceanimonas sp. GK1,clark
0.00299318,E. coli - S. sonnei,1.0/99.0,Pantoea ananatis,clark
0.00179591,E. coli - S. sonnei,1.0/99.0,Pantoea vagans,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Pectobacterium atrosepticum,clark
0.00927885,E. coli - S. sonnei,1.0/99.0,Pectobacterium carotovorum,clark
0.0032925,E. coli - S. sonnei,1.0/99.0,Photobacterium profundum,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Photorhabdus luminescens,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Plasmodium falciparum,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Plasmodium knowlesi,clark
0.00778226,E. coli - S. sonnei,1.0/99.0,Plautia stali symbiont,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Plesiocystis pacifica,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Proteus mirabilis,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Providencia alcalifaciens,clark
0.000598636,E. coli - S. sonnei,1.0/99.0,Providencia stuartii,clark
0.000598636,E. coli - S. sonnei,1.0/99.0,Pseudoalteromonas sp. SM9913,clark
0.000598636,E. coli - S. sonnei,1.0/99.0,Pseudomonas entomophila,clark
0.000897954,E. coli - S. sonnei,1.0/99.0,Pseudomonas putida,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Pseudomonas sp. VLB120,clark
0.000598636,E. coli - S. sonnei,1.0/99.0,Pseudomonas stutzeri,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Pseudomonas syringae group genomosp. 3,clark
0.00149659,E. coli - S. sonnei,1.0/99.0,Rahnella aquatilis,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Ralstonia solanacearum,clark
0.0032925,E. coli - S. sonnei,1.0/99.0,Raoultella ornithinolytica,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Rickettsiella grylli,clark
0.00628567,E. coli - S. sonnei,1.0/99.0,Salmonella bongori,clark
1.31071,E. coli - S. sonnei,1.0/99.0,Salmonella enterica,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Salmonella phage HK620,clark
0.000598636,E. coli - S. sonnei,1.0/99.0,Serratia liquefaciens,clark
0.0032925,E. coli - S. sonnei,1.0/99.0,Serratia marcescens,clark
0.000598636,E. coli - S. sonnei,1.0/99.0,Serratia odorifera,clark
0.00209522,E. coli - S. sonnei,1.0/99.0,Serratia plymuthica,clark
0.000897954,E. coli - S. sonnei,1.0/99.0,Serratia proteamaculans,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Shewanella amazonensis,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Shewanella oneidensis,clark
0.272978,E. coli - S. sonnei,1.0/99.0,Shigella boydii,clark
0.143673,E. coli - S. sonnei,1.0/99.0,Shigella dysenteriae,clark
93.1744,E. coli - S. sonnei,1.0/99.0,Shigella flexneri,clark
0.0712376,E. coli - S. sonnei,1.0/99.0,Shigella sonnei,clark
0.00658499,E. coli - S. sonnei,1.0/99.0,Shimwellia blattae,clark
0.00209522,E. coli - S. sonnei,1.0/99.0,Sodalis glossinidius,clark
0.0101768,E. coli - S. sonnei,1.0/99.0,Staphylococcus aureus,clark
0.000897954,E. coli - S. sonnei,1.0/99.0,Staphylococcus pseudintermedius,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Stenotrophomonas maltophilia,clark
0.00179591,E. coli - S. sonnei,1.0/99.0,Streptococcus pneumoniae,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Streptococcus suis,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Stx2-converting phage 1717,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Taylorella equigenitalis,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Thioalkalivibrio sp. K90mix,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Tolumonas auensis,clark
0.000897954,E. coli - S. sonnei,1.0/99.0,Vibrio anguillarum,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Vibrio campbellii,clark
0.00119727,E. coli - S. sonnei,1.0/99.0,Vibrio cholerae,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Vibrio parahaemolyticus,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Vibrio splendidus,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Vibrio tasmaniensis,clark
0.00149659,E. coli - S. sonnei,1.0/99.0,Vibrio vulnificus,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Vibrionales bacterium SWAT-3,clark
0.000598636,E. coli - S. sonnei,1.0/99.0,Xenorhabdus bovienii,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Xenorhabdus nematophila,clark
0.000598636,E. coli - S. sonnei,1.0/99.0,Yersinia aldovae,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Yersinia bercovieri,clark
0.00478909,E. coli - S. sonnei,1.0/99.0,Yersinia enterocolitica,clark
0.000598636,E. coli - S. sonnei,1.0/99.0,Yersinia frederiksenii,clark
0.000598636,E. coli - S. sonnei,1.0/99.0,Yersinia intermedia,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,Yersinia kristensenii,clark
0.000598636,E. coli - S. sonnei,1.0/99.0,Yersinia mollaretii,clark
0.0245441,E. coli - S. sonnei,1.0/99.0,Yersinia pestis,clark
0.000598636,E. coli - S. sonnei,1.0/99.0,Yersinia pseudotuberculosis,clark
0.000598636,E. coli - S. sonnei,1.0/99.0,Yersinia rohdei,clark
0.00149659,E. coli - S. sonnei,1.0/99.0,Yersinia ruckeri,clark
0.000598636,E. coli - S. sonnei,1.0/99.0,[Mannheimia] succiniciproducens,clark
0.000897954,E. coli - S. sonnei,1.0/99.0,gamma proteobacterium NOR5-3,clark
0.000299318,E. coli - S. sonnei,1.0/99.0,secondary endosymbiont of Ctenarytaina eucalypti,clark
0.000280934,E. coli - S. sonnei,10.0/90.0,Achromobacter piechaudii,clark
0.000280934,E. coli - S. sonnei,10.0/90.0,Actinobacillus pleuropneumoniae,clark
0.000280934,E. coli - S. sonnei,10.0/90.0,Aeromonas veronii,clark
0.000280934,E. coli - S. sonnei,10.0/90.0,Aggregatibacter actinomycetemcomitans,clark
0.000280934,E. coli - S. sonnei,10.0/90.0,Alcanivorax sp. DG881,clark
0.000561867,E. coli - S. sonnei,10.0/90.0,Aliivibrio salmonicida,clark
0.000561867,E. coli - S. sonnei,10.0/90.0,Alteromonas mediterranea,clark
0.000280934,E. coli - S. sonnei,10.0/90.0,Bacillus coagulans,clark
0.000561867,E. coli - S. sonnei,10.0/90.0,Bacillus sp. NRRL B-14911,clark
0.000280934,E. coli - S. sonnei,10.0/90.0,Bibersteinia trehalosi,clark
0.000561867,E. coli - S. sonnei,10.0/90.0,Buchnera aphidicola,clark
0.000280934,E. coli - S. sonnei,10.0/90.0,Burkholderia graminis,clark
0.000842801,E. coli - S. sonnei,10.0/90.0,Burkholderia pseudomallei,clark
0.000561867,E. coli - S. sonnei,10.0/90.0,Candidatus Pantoea carbekii,clark
0.000280934,E. coli - S. sonnei,10.0/90.0,Carnobacterium maltaromaticum,clark
0.00224747,E. coli - S. sonnei,10.0/90.0,Citrobacter freundii,clark
0.00870894,E. coli - S. sonnei,10.0/90.0,Citrobacter koseri,clark
0.0112373,E. coli - S. sonnei,10.0/90.0,Citrobacter rodentium,clark
0.00365214,E. coli - S. sonnei,10.0/90.0,Citrobacter youngae,clark
0.00112373,E. coli - S. sonnei,10.0/90.0,Clostridiales bacterium 1_7_47FAA,clark
0.000561867,E. coli - S. sonnei,10.0/90.0,Clostridium botulinum,clark
0.000280934,E. coli - S. sonnei,10.0/90.0,Coraliomargarita akajimensis,clark
0.000561867,E. coli - S. sonnei,10.0/90.0,Corynebacterium glutamicum,clark
0.000561867,E. coli - S. sonnei,10.0/90.0,Crocosphaera watsonii,clark
0.0205082,E. coli - S. sonnei,10.0/90.0,Cronobacter sakazakii,clark
0.0050568,E. coli - S. sonnei,10.0/90.0,Cronobacter turicensis,clark
0.000280934,E. coli - S. sonnei,10.0/90.0,Cupriavidus metallidurans,clark
0.000280934,E. coli - S. sonnei,10.0/90.0,Cyanobacterium aponinum,clark
0.0033712,E. coli - S. sonnei,10.0/90.0,Desulfotalea psychrophila,clark
0.000280934,E. coli - S. sonnei,10.0/90.0,Desulfovibrio desulfuricans,clark
0.000842801,E. coli - S. sonnei,10.0/90.0,Desulfurispirillum indicum,clark
0.000280934,E. coli - S. sonnei,10.0/90.0,Dethiobacter alkaliphilus,clark
0.00224747,E. coli - S. sonnei,10.0/90.0,Dickeya dadantii,clark
0.0016856,E. coli - S. sonnei,10.0/90.0,Dickeya zeae,clark
0.000842801,E. coli - S. sonnei,10.0/90.0,Edwardsiella ictaluri,clark
0.000280934,E. coli - S. sonnei,10.0/90.0,Edwardsiella tarda,clark
0.00393307,E. coli - S. sonnei,10.0/90.0,Enterobacter aerogenes,clark
0.00365214,E. coli - S. sonnei,10.0/90.0,Enterobacter asburiae,clark
0.0199463,E. coli - S. sonnei,10.0/90.0,Enterobacter cloacae,clark
0.0129229,E. coli - S. sonnei,10.0/90.0,Enterobacter lignolyticus,clark
0.00393307,E. coli - S. sonnei,10.0/90.0,Enterobacter sp. 638,clark
0.00393307,E. coli - S. sonnei,10.0/90.0,Enterobacter sp. R4-368,clark
