name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Neisseriaceae	481	family	0	16	0	0.0
Neisseria gonorrhoeae	485	species	4967431	18	1	0.0
Neisseria lactamica	486	species	2220606	5	0	0.0
Neisseria meningitidis	487	species	8508873	56	43	1.01781e-05
Neisseria elongata	495	species	2256647	3	0	0.0
Psychrobacter	497	genus	0	7	6	0.0
Kingella kingae	504	species	2140065	31	1	0.0
Alcaligenaceae	506	family	0	1	0	0.0
Alcaligenes faecalis	511	species	4248684	2	0	0.0
Bordetella bronchiseptica	518	species	6491145	5	0	0.0
Bordetella parapertussis	519	species	4815611	3	0	0.0
Bordetella pertussis	520	species	48698463	2	0	0.0
Bordetella avium	521	species	3732255	1	0	0.0
Ochrobactrum anthropi	529	species	5053471	2	0	0.0
Beijerinckia indica	533	species	4418616	3	1	0.0
Chromobacterium	535	genus	0	1	0	0.0
Chromobacterium violaceum	536	species	4751080	7	2	0.0
Zymomonas mobilis	542	species	2426073	1	1	0.0
Enterobacteriaceae	543	family	0	1817	185	0.0
Citrobacter	544	genus	0	104	0	0.0
Citrobacter koseri	545	species	4735357	101	8	1.7103e-34
Citrobacter freundii	546	species	16193243	1167	127	6.14997e-06
Enterobacter	547	genus	0	2890	4	0.0
[Enterobacter] aerogenes	548	species	10750562	5043	451	0.000216969
Pantoea agglomerans	549	species	9924054	373	154	5.99534e-15
Enterobacter cloacae	550	species	10083180	4963	766	0.00131692
Erwinia	551	genus	0	23	0	0.0
Erwinia amylovora	552	species	3869718	23	7	0.0
Pantoea ananatis	553	species	4842757	373	262	4.90803e-18
Pectobacterium carotovorum	554	species	4852842	283	214	0.000269684
Escherichia	561	genus	0	51	0	0.0
Escherichia coli	562	species	12319210	7384	2907	0.00142937
Shimwellia blattae	563	species	4158725	122	43	2.13422e-05
Escherichia fergusonii	564	species	4643861	155	6	7.55136e-58
Hafnia	568	genus	0	47	0	0.0
Hafnia alvei	569	species	6928293	1390	16	7.52595e-13
Klebsiella	570	genus	0	2359	134	0.0
Klebsiella oxytoca	571	species	16779606	6680	758	0.000207922
Klebsiella pneumoniae	573	species	15713353	624065	547199	0.912633
Morganella	581	genus	0	41	0	0.0
Morganella morganii	582	species	3853791	968	225	0.0
Proteus	583	genus	0	131	0	0.0
Proteus mirabilis	584	species	5337360	219	29	0
Proteus vulgaris	585	species	3794983	31	0	4.5769e-05
Providencia stuartii	588	species	6521015	125	106	2.65886e-05
Salmonella	590	genus	0	17	0	0.0
Serratia	613	genus	0	638	0	0.0
Serratia liquefaciens	614	species	7946985	172	9	0
Serratia marcescens	615	species	8465231	512	48	1.05088e-05
Shigella	620	genus	0	148	0	0.0
Shigella boydii	621	species	4698475	41	10	1.3196e-40
Shigella dysenteriae	622	species	4560911	88	24	0
Shigella flexneri	623	species	4763519	61	23	1.48768e-53
Shigella sonnei	624	species	6798914	120	6	1.35672e-05
Xenorhabdus	626	genus	0	1	0	0.0
Xenorhabdus nematophila	628	species	4586662	32	10	0.0
Yersinia	629	genus	0	219	1	0.0
Yersinia enterocolitica	630	species	14308813	458	156	2.45746e-05
Yersinia intermedia	631	species	4859749	11	6	1.2859e-136
Yersinia pestis	632	species	7124135	492	193	0.00052378
Yersinia pseudotuberculosis	633	species	9565781	331	114	1.01839e-05
Edwardsiella	635	genus	0	60	0	0.0
Edwardsiella tarda	636	species	3717889	204	30	2.55682e-14
Vibrionaceae	641	family	0	12	0	0.0
Aeromonas	642	genus	0	152	0	0.0
Aeromonas hydrophila	644	species	7739252	100	58	3.94443e-189
Aeromonas salmonicida	645	species	5040536	10	4	4.39797e-178
Aeromonas media	651	species	4788430	287	114	0.000401659
Aeromonas schubertii	652	species	4400034	5	2	0.0
Aeromonas veronii	654	species	7214925	93	4	2.04841e-174
Photobacterium	657	genus	0	1	0	0.0
Vibrio	662	genus	0	13	0	0.0
Vibrio alginolyticus	663	species	8138835	17	0	0.0
Vibrio cholerae	666	species	6170861	152	89	4.74625e-86
Aliivibrio fischeri	668	species	4273718	2	1	0.0
Vibrio harveyi	669	species	11920371	9	1	0.0
Vibrio parahaemolyticus	670	species	10344823	99	82	0.0
Vibrio vulnificus	672	species	10215744	9	7	0.0
Grimontia hollisae	673	species	3998273	39	3	0.0
Vibrio mimicus	674	species	8922704	15	2	0.0
Vibrio campbellii	680	species	12090206	52	22	7.26053e-06
Vibrio natriegens	691	species	10692018	39	28	0.0
Plesiomonas	702	genus	0	1	0	0.0
Plesiomonas shigelloides	703	species	3405979	36	25	0.0
Pasteurellaceae	712	family	0	26	0	0.0
Actinobacillus	713	genus	0	2	0	0.0
Aggregatibacter actinomycetemcomitans	714	species	4378647	59	34	1.97799e-05
Actinobacillus pleuropneumoniae	715	species	2299903	3	3	0.0
Actinobacillus suis	716	species	2501598	13	5	0.0
Actinobacillus equuli	718	species	2431533	5	0	0.0
Haemophilus influenzae	727	species	2672708	28	8	3.11531e-212
Haemophilus parainfluenzae	729	species	2086875	8	1	0.0
[Haemophilus] ducreyi	730	species	10121291	17	14	0.0
Histophilus somni	731	species	2138367	17	8	0.0
Aggregatibacter aphrophilus	732	species	3520359	7	7	0.0
[Haemophilus] parasuis	738	species	4546750	11	8	1.90485e-05
Pasteurella	745	genus	0	1	0	0.0
Pasteurella multocida	747	species	2546987	47	33	0.000107332
Gallibacterium anatis	750	species	2694139	12	9	0.0
Anaplasma	768	genus	0	1	0	0.0
Anaplasma centrale	769	species	1206806	1	0	0.0
Anaplasma marginale	770	species	1200061	1	0	0.0
Bartonella bacilliformis	774	species	1444212	1	0	0.0
Coxiella burnetii	777	species	2076694	13	5	4.16993e-05
Ehrlichia ruminantium	779	species	2264626	2	0	0.0
Rickettsia	780	genus	0	1	0	0.0
Orientia tsutsugamushi	784	species	2068019	2	0	0.0
Rickettsia akari	786	species	1231060	1	1	0.0
Bartonella quintana	803	species	1584515	1	1	0.0
Chlamydia	810	genus	0	6	0	0.0
Bacteroides fragilis	817	species	7824806	1	0	0.0
Bacteroides thetaiotaomicron	818	species	6390542	2	1	0.0
Campylobacter gracilis	824	species	2281652	4	1	0.0
Sebaldella termitidis	826	species	4486650	3	1	0.0
Campylobacter ureolyticus	827	species	1641887	1	0	0.0
Fibrobacter succinogenes	833	species	7685639	7	6	0.0
Porphyromonas gingivalis	837	species	2343668	2	0	0.0
Prevotella	838	genus	0	2	1	0.0
Fusobacterium nucleatum	851	species	2948417	3	2	0.0
Syntrophomonas wolfei	863	species	2936195	3	2	0.0
Dichelobacter nodosus	870	species	1389350	5	3	0.0
Desulfovibrio africanus	873	species	4200534	6	3	0.0
Desulfovibrio desulfuricans	876	species	3366008	5	1	0.0
Desulfovibrio vulgaris	881	species	3802302	8	5	0.0
Desulfobulbus propionicus	894	species	3851869	5	3	0.0
Desulfococcus multivorans	897	species	4455399	1	1	0.0
Desulfomicrobium baculatum	899	species	3942657	3	2	0.0
Acidaminococcus fermentans	905	species	2329769	3	0	0.0
Nitrobacter hamburgensis	912	species	5011522	1	0	0.0
Nitrobacter winogradskyi	913	species	3402093	1	0	0.0
Nitrosomonas	914	genus	0	1	0	0.0
Nitrosomonas europaea	915	species	2812094	1	0	0.0
Acidithiobacillus ferrooxidans	920	species	2933717	1	0	0.0
Thiomonas intermedia	926	species	3462095	4	1	0.0
Halothiobacillus neapolitanus	927	species	2582886	7	2	0.0
Hydrogenobacter thermophilus	940	species	3486067	2	1	0.0
Anaplasmataceae	942	family	0	1	0	0.0
Ehrlichia	943	genus	0	2	0	0.0
Ehrlichia canis	944	species	1315030	4	0	0.0
Ehrlichia chaffeensis	945	species	1174554	1	0	0.0
Anaplasma phagocytophilum	948	species	1493914	1	0	0.0
Wolbachia	953	genus	0	2	0	0.0
Francisella persica	954	species	3057444	1	0	0.0
Bdellovibrio bacteriovorus	959	species	3652240	2	0	0.0
Herbaspirillum	963	genus	0	1	0	0.0
Herbaspirillum seropedicae	964	species	8221139	20	14	0.0
Halanaerobiaceae	972	family	0	1	0	0.0
Pedobacter heparinus	984	species	5167383	1	1	0.0
Cytophaga hutchinsonii	985	species	4433218	1	1	0.0
Flavobacterium johnsoniae	986	species	5603295	1	1	0.0
Solitalea canadensis	995	species	5202069	1	1	0.0
Flavobacterium columnare	996	species	6492116	5	5	0.0
Flexibacter litoralis	999	species	4919337	1	0	0.0
Weeksella virosa	1014	species	2272954	1	1	0.0
Beggiatoa	1021	genus	0	2	0	0.0
Chromatiaceae	1046	family	0	2	0	0.0
Allochromatium vinosum	1049	species	3669074	12	3	0.0
Halorhodospira halophila	1053	species	2678452	18	2	0.0
Rhodobacter	1060	genus	0	2	0	0.0
Rhodobacter sphaeroides	1063	species	5768316	7	5	0.0
Rhodopseudomonas palustris	1076	species	5408501	5	1	0.0
Blastochloris viridis	1079	species	11174693	13	11	0.0
Pararhodospirillum photometricum	1084	species	3876289	2	1	0.0
Rhodospirillum rubrum	1085	species	4379691	2	2	0.0
Chlorobium	1091	genus	0	1	0	0.0
Chlorobium phaeovibrioides	1094	species	1966858	2	0	0.0
Chlorobium phaeobacteroides	1096	species	2935152	5	3	0.0
Pelodictyon luteolum	1100	species	2364842	3	0	0.0
Prosthecochloris	1101	genus	0	1	0	0.0
Prosthecochloris aestuarii	1102	species	2579695	1	1	0.0
Chloroflexus	1107	genus	0	1	0	0.0
Chloroflexus aurantiacus	1108	species	5258541	3	0	0.0
Porphyrobacter neustonensis	1112	species	3090363	2	1	0.0
Microcystis aeruginosa	1126	species	4810004	3	1	0.0
Synechocystis sp. PCC 6714	1147	species	3738889	1	0	0.0
Synechocystis sp. PCC 6803	1148	species	6436711	1	0	0.0
Nostocales	1161	order	0	1	0	0.0
Trichormus azollae	1164	species	5486145	1	1	0.0
Prochlorococcus marinus	1219	species	1879471	1	1	0.0
Proteobacteria	1224	phylum	0	1	0	0.0
Nitrosococcus	1227	genus	0	2	0	0.0
Nitrosococcus oceani	1229	species	3522111	26	3	0.0
Nitrosospira multiformis	1231	species	3234309	1	1	0.0
Gammaproteobacteria	1236	class	0	28	9	0.0
Piscirickettsia salmonis	1238	species	10317144	1	0	0.0
Oenococcus oeni	1247	species	1780517	5	0	0.0
Ruminococcus albus	1264	species	4482087	4	0	0.0
Micrococcaceae	1268	family	0	4	0	0.0
Micrococcus	1269	genus	0	3	0	0.0
Micrococcus luteus	1270	species	2501097	19	12	0.0
Dermacoccus nishinomiyaensis	1274	species	3113642	6	1	0.0
Kytococcus sedentarius	1276	species	2785024	12	5	0.0
Staphylococcus	1279	genus	0	2	0	0.0
Staphylococcus aureus	1280	species	7252422	22	3	4.17583e-63
Staphylococcus xylosus	1288	species	8411206	3	0	0.0
Staphylococcus warneri	1292	species	2560716	2	0	0.0
Deinococcus radiodurans	1299	species	6628921	1	1	0.0
Streptococcus	1301	genus	0	3	0	0.0
Streptococcus gordonii	1302	species	3335036	4	4	0.0
Streptococcus salivarius	1304	species	3636237	3	2	0.0
Streptococcus suis	1307	species	2683756	44	1	9.16178e-20
Streptococcus thermophilus	1308	species	3463400	2	0	0.0
Streptococcus mutans	1309	species	2017559	2	0	0.0
Streptococcus agalactiae	1311	species	5721038	3	1	0.0
Streptococcus pneumoniae	1313	species	2272871	2	2	0.0
Streptococcus pyogenes	1314	species	4096430	4	4	0.0
Streptococcus anginosus	1328	species	2557124	3	3	0.0
Streptococcus dysgalactiae	1334	species	2149105	3	1	0.0
Streptococcus equi	1336	species	2140495	1	1	0.0
Enterococcus	1350	genus	0	2	0	0.0
Enterococcus faecalis	1351	species	3401628	53	8	1.85141e-21
Enterococcus faecium	1352	species	5898717	1153	1009	0.00500825
Enterococcus gallinarum	1353	species	3821349	3	0	3.79147e-73
Enterococcus hirae	1354	species	2908247	68	11	3.29271e-15
Lactococcus lactis	1358	species	2704731	3	0	0.0
Lactococcus garvieae	1363	species	1957049	1	1	0.0
Atopobium	1380	genus	0	1	0	0.0
Atopobium parvulum	1382	species	1543805	2	0	0.0
Bacillales	1385	order	0	1	0	0.0
Bacillus amyloliquefaciens	1390	species	5608910	8	3	0.0
Bacillus anthracis	1392	species	17446789	8	7	0.0
Brevibacillus brevis	1393	species	6296436	2	1	0.0
Bacillus cereus	1396	species	9676532	21	7	0.0
Bacillus coagulans	1398	species	4327944	3	3	2.00087e-05
Bacillus megaterium	1404	species	5334474	7	6	0.0
Paenibacillus polymyxa	1406	species	6883167	10	4	0.0
Bacillus pumilus	1408	species	20721195	13	13	0.0
Lysinibacillus sphaericus	1421	species	14371778	2	2	0.0
Bacillus subtilis	1423	species	7550081	11	8	0.0
Bacillus thuringiensis	1428	species	10269592	25	16	0.0
Amphibacillus xylanus	1449	species	2569486	1	1	0.0
Bacillus methanolicus	1471	species	3425208	1	1	0.0
Bacillus simplex	1478	species	5521719	3	3	0.0
Clostridium botulinum	1491	species	4637504	12	6	0.0
Clostridium butyricum	1492	species	13843423	1	1	0.0
Clostridioides difficile	1496	species	6297836	4	1	0.0
Clostridium formicaceticum	1497	species	4586755	9	0	0.0
Clostridium pasteurianum	1501	species	7159922	1	1	0.0
Acetoanaerobium sticklandii	1511	species	2715461	1	1	0.0
Ruminiclostridium thermocellum	1515	species	3634338	1	0	0.0
Thermoanaerobacterium thermosaccharolyticum	1517	species	2840014	3	1	0.0
Moorella thermoacetica	1525	species	5377887	2	1	0.0
Clostridium kluyveri	1534	species	3989551	2	1	0.0
Clostridium ljungdahlii	1538	species	4630065	10	0	0.0
Clostridium novyi	1542	species	2547720	3	2	0.0
Gottschalkia acidurici	1556	species	3108248	1	0	0.0
Clostridium baratii	1561	species	3338630	3	3	0.0
Desulfotomaculum ruminis	1564	species	3969014	1	1	0.0
Leifsonia xyli	1575	species	2955779	29	16	0.0
Lactobacillus	1578	genus	0	29	0	0.0
Lactobacillus acidophilus	1579	species	2018718	10	0	7.04828e-18
Lactobacillus brevis	1580	species	2493592	7	0	0
Lactobacillus buchneri	1581	species	2575738	2	0	0.0
Lactobacillus casei	1582	species	3039836	2	2	0.0
Lactobacillus delbrueckii	1584	species	1920382	5	1	0.0
Lactobacillus plantarum	1590	species	8684028	63	30	1.06966e-05
Lactobacillus reuteri	1598	species	2811237	11	3	0
Lactobacillus acetotolerans	1600	species	1704859	1	0	0.0
Lactobacillus fermentum	1613	species	2108824	11	0	2.86776e-14
Lactobacillus ruminis	1623	species	2066652	2	2	0.0
Lactobacillus salivarius	1624	species	2663133	1	1	0.0
Listeria	1637	genus	0	1	0	0.0
Listeria monocytogenes	1639	species	5926303	1	0	0.0
Renibacterium salmoninarum	1646	species	3155250	8	3	0.0
Erysipelothrix rhusiopathiae	1648	species	2398466	2	0	5.3858e-97
Corynebacteriaceae	1653	family	0	173	0	0.0
Actinomyces	1654	genus	0	2	0	0.0
Trueperella pyogenes	1661	species	3453353	190	163	0.0
Arthrobacter	1663	genus	0	3	0	0.0
Bifidobacterium	1678	genus	0	18	0	0.0
Bifidobacterium adolescentis	1680	species	3233293	2	1	0.0
Bifidobacterium bifidum	1681	species	2209322	93	2	2.82432e-13
Bifidobacterium angulatum	1683	species	2043306	3	2	0.0
Bifidobacterium asteroides	1684	species	2167304	1	0	0.0
Bifidobacterium breve	1685	species	2328021	74	7	0
Bifidobacterium catenulatum	1686	species	2079525	4	0	0.0
Bifidobacterium coryneforme	1687	species	1755151	4	3	0.0
Bifidobacterium dentium	1689	species	2636018	3	1	0.0
Bifidobacterium indicum	1691	species	1734546	2	0	0.0
Bifidobacterium pseudolongum	1694	species	2032698	6	2	0.0
Brevibacterium linens	1703	species	8072179	17	13	0.0
Corynebacterium stationis	1705	species	2853666	190	90	8.84629e-22
Cellulomonas fimi	1708	species	4266344	2	2	0.0
Cellulomonas flavigena	1711	species	4123179	14	9	0.0
Corynebacterium	1716	genus	0	427	38	0.0
Corynebacterium diphtheriae	1717	species	2468991	1777	1606	0.00247867
Corynebacterium glutamicum	1718	species	6155998	159	38	2.52706e-05
Corynebacterium pseudotuberculosis	1719	species	6595197	128	19	3.80691e-21
Corynebacterium callunae	1721	species	2928683	55	30	5.17656e-22
Corynebacterium variabile	1727	species	3433007	67	38	0.0
Eubacterium limosum	1736	species	4233519	2	2	0.0
Thermodesulfobacterium commune	1741	species	1764045	2	0	0.0
Propionibacterium freudenreichii	1744	species	2646865	5	1	0.0
Propionibacterium acnes	1747	species	3361368	56	53	0.000438709
Acidipropionibacterium acidipropionici	1748	species	7323316	4	2	0.0
Pseudopropionibacterium propionicum	1750	species	3449360	11	6	0.0
Actinobacteria	1760	class	0	19	1	0.0
Mycobacterium	1763	genus	0	27	2	0.0
Mycobacterium avium	1764	species	6028446	9	5	0.0
Mycobacterium bovis	1765	species	6302864	6	0	0.0
Mycobacterium fortuitum	1766	species	6254616	4	1	0.0
Mycobacterium intracellulare	1767	species	5374059	2	2	0.0
Mycobacterium kansasii	1768	species	6489764	6	5	0.0
Mycobacterium leprae	1769	species	3268137	4	2	0.0
Mycobacterium phlei	1771	species	5349645	15	8	0.0
Mycobacterium smegmatis	1772	species	20962296	8	5	0.0
Mycobacterium tuberculosis	1773	species	7403540	6	0	0.0
Mycobacterium chelonae	1774	species	5029817	10	2	0.0
Mycobacterium marinum	1781	species	6555333	11	1	0.0
Mycobacterium neoaurum	1795	species	5421267	5	0	0.0
Mycobacterium chubuense	1800	species	6342624	11	4	0.0
Mycobacterium gilvum	1804	species	5883060	8	2	0.0
Mycobacterium vaccae	1810	species	6235754	6	5	0.0
Amycolatopsis methanolica	1814	species	7237391	11	2	0.0
Nocardia	1817	genus	0	7	0	0.0
Rhodococcus	1827	genus	0	12	0	0.0
Rhodococcus fascians	1828	species	5502110	13	3	0.0
Rhodococcus erythropolis	1833	species	6734667	13	4	0.0
Saccharopolyspora erythraea	1836	species	8212805	20	12	0.0
Pseudonocardia	1847	genus	0	2	0	0.0
Saccharomonospora viridis	1852	species	4308349	6	4	0.0
Frankia alni	1859	species	7497934	3	2	0.0
Geodermatophilus obscurus	1861	species	5322497	2	0	0.0
Actinoplanes missouriensis	1866	species	8773466	5	3	0.0
Streptomyces	1883	genus	0	19	0	0.0
Streptomyces albus	1888	species	15352626	16	11	0.0
Streptomyces ambofaciens	1889	species	8265737	5	4	0.0
Streptomyces clavuligerus	1901	species	7590758	2	0	0.0
Streptomyces coelicolor	1902	species	9054847	6	2	0.0
Streptomyces glaucescens	1907	species	7623774	3	1	0.0
Streptomyces globisporus	1908	species	7783599	2	1	0.0
Streptomyces griseus	1911	species	8545929	7	2	0.0
Streptomyces hygroscopicus	1912	species	10333189	7	4	0.0
Streptomyces lincolnensis	1915	species	10319054	4	3	0.0
Streptomyces lividans	1916	species	8345283	5	1	0.0
Streptomyces reticuli	1926	species	9336224	8	1	0.0
Streptomyces scabiei	1930	species	10148695	8	6	0.0
Streptomyces noursei	1971	species	9815884	6	2	0.0
Streptosporangium roseum	2001	species	10369518	8	6	0.0
Thermobispora bispora	2006	species	4189976	2	0	0.0
Thermomonosporaceae	2012	family	0	1	0	0.0
Nocardiopsis dassonvillei	2014	species	6543312	19	12	0.0
Thermomonospora curvata	2020	species	5639016	4	2	0.0
Thermobifida fusca	2021	species	3642249	3	1	0.0
Microbacterium testaceum	2033	species	3982034	9	2	0.0
Aeromicrobium erythreum	2041	species	3629239	4	4	0.0
Pimelobacter simplex	2045	species	5637360	8	5	0.0
Rothia dentocariosa	2047	species	2506025	14	6	0.0
Actinomycetaceae	2049	family	0	1	0	0.0
Mobiluncus curtisii	2051	species	2146480	4	1	0.0
Gordonia	2053	genus	0	1	0	0.0
Gordonia bronchialis	2054	species	5290012	10	1	3.39138e-129
Gordonia terrae	2055	species	5701501	8	3	0.0
Sphaerobacter thermophilus	2057	species	3993764	3	3	0.0
Tsukamurella paurometabola	2061	species	4479724	11	5	0.0
Streptomycetaceae	2062	family	0	3	0	0.0
Kitasatospora setae	2066	species	8783278	5	1	0.0
Pseudonocardiaceae	2070	family	0	10	0	0.0
Mycoplasma	2093	genus	0	1	0	0.0
Mycoplasma arginini	2094	species	678592	2	0	0.0
Mycoplasma hominis	2098	species	925558	6	0	0.0
Mycoplasma mycoides	2102	species	2100167	1	0	0.0
Mycoplasma pneumoniae	2104	species	954052	1	1	0.0
Mycoplasma leachii	2105	species	1008951	1	0	0.0
Mycoplasma pulmonis	2107	species	963879	1	1	0.0
Mycoplasma agalactiae	2110	species	942070	1	1	0.0
Mycoplasma arthritidis	2111	species	820453	6	0	0.0
Mycoplasma californicum	2113	species	796464	1	0	0.0
Mycoplasma mobile	2118	species	777079	1	0	0.0
Ureaplasma urealyticum	2130	species	874478	1	1	0.0
Acholeplasma laidlawii	2148	species	1496992	1	0	0.0
Methanobacterium	2160	genus	0	1	0	0.0
Methanothermus fervidus	2180	species	1243342	3	3	0.0
Methanospirillum hungatei	2203	species	3544738	1	1	0.0
Methanosarcina barkeri	2208	species	4650840	1	1	0.0
Methanosarcina mazei	2209	species	4120463	1	0	0.0
Methanosaeta concilii	2223	species	3026645	3	2	0.0
Haloarcula marismortui	2238	species	4274642	3	0	0.0
Halobacterium salinarum	2242	species	2619893	6	6	0.0
Haloferax volcanii	2246	species	4012900	1	0	0.0
Natronomonas pharaonis	2257	species	2749696	2	1	0.0
Sulfolobus acidocaldarius	2285	species	2172056	1	0	0.0
Desulfobacterium autotrophicum	2296	species	5657782	2	0	0.0
Methanosphaera stadtmanae	2317	species	1767403	1	0	0.0
Thermoanaerobacter kivui	2325	species	2397824	1	0	0.0
Halanaerobium praevalens	2331	species	2309262	2	1	0.0
Thermotoga	2335	genus	0	2	1	0.0
Thermotoga maritima	2336	species	5599391	2	0	0.0
Flexistipes sinusarabici	2352	species	2526590	2	2	0.0
Desulfomonile	2357	genus	0	1	0	0.0
Desulfomonile tiedjei	2358	species	6527027	1	1	0.0
Xylella fastidiosa	2371	species	2609554	3	3	0.0
Thermosipho africanus	2421	species	2016657	2	0	0.0
Fervidobacterium	2422	genus	0	1	0	0.0
Teredinibacter turnerae	2426	species	5193164	25	10	0.0
Roseobacter	2433	genus	0	1	0	0.0
Roseobacter denitrificans	2434	species	4331234	2	1	0.0
Symbiobacterium thermophilum	2734	species	3566135	5	2	0.0
Marinobacter	2742	genus	0	7	4	0.0
Marinobacter hydrocarbonoclasticus	2743	species	4384621	5	1	0.0
